Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
29;28/06/2026 17:21:20;;Souscription en cours;Coordonnées personnelles;770.07
30;28/06/2026 17:21:20;;Souscription en cours;Coordonnées personnelles;780.57
31;28/06/2026 17:20:10;;Souscription en cours;Coordonnées personnelles;641.01
32;28/06/2026 17:20:10;;Souscription en cours;Coordonnées personnelles;633.36
33;28/06/2026 17:15:05;;Souscription en cours;Vérification d'identité;105.05
34;28/06/2026 17:15:05;;Souscription en cours;Vérification d'identité;925.76
35;28/06/2026 17:10:30;;Souscription en cours;Coordonnées personnelles;384.05
36;28/06/2026 17:10:30;;Souscription en cours;Coordonnées personnelles;211.51
37;28/06/2026 17:00:30;;Souscription en cours;Bénéficiaire effectifs;290.89
38;28/06/2026 17:00:30;;Souscription en cours;Bénéficiaire effectifs;985.76
39;28/06/2026 16:28:35;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;799.97
40;28/06/2026 16:28:35;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;969.96
41;28/06/2026 16:22:49;;Souscription en cours;Choix de l'offre et livraison;294.81
42;28/06/2026 16:22:49;;Souscription en cours;Choix de l'offre et livraison;942.20
43;28/06/2026 16:12:37;;Souscription en cours;Vérification d'identité;371.41
44;28/06/2026 16:12:37;;Souscription en cours;Vérification d'identité;161.56
45;28/06/2026 16:06:29;;Souscription en cours;Coordonnées personnelles;232.39
46;28/06/2026 16:06:29;;Souscription en cours;Coordonnées personnelles;945.83
47;28/06/2026 15:45:42;;Souscription en cours;Informations complémentaires (Etablissements, etc.);970.85
48;28/06/2026 15:45:42;;Souscription en cours;Informations complémentaires (Etablissements, etc.);698.58
49;28/06/2026 15:44:02;;Souscription non démarrée;Parcours non démarré;273.02
50;28/06/2026 15:44:02;;Souscription non démarrée;Parcours non démarré;151.23
51;28/06/2026 15:39:27;;Souscription en cours;Coordonnées personnelles;696.56
52;28/06/2026 15:39:27;;Souscription en cours;Coordonnées personnelles;183.57
53;28/06/2026 15:13:59;;Souscription en cours;Choix de l'offre et livraison;523.83
54;28/06/2026 15:13:59;;Souscription en cours;Choix de l'offre et livraison;274.87
55;28/06/2026 15:01:52;;Souscription en cours;Vérification d'identité;549.04
56;28/06/2026 15:01:52;;Souscription en cours;Vérification d'identité;404.90
57;28/06/2026 14:51:58;;Souscription non démarrée;Parcours non démarré;411.81
58;28/06/2026 14:51:58;;Souscription non démarrée;Parcours non démarré;992.65
59;28/06/2026 14:29:40;;Souscription en cours;Coordonnées personnelles;919.56
60;28/06/2026 14:29:40;;Souscription en cours;Coordonnées personnelles;357.61
61;28/06/2026 14:26:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;315.88
62;28/06/2026 14:26:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;157.46
63;28/06/2026 14:09:44;;Souscription en cours;Synchronisation référentiel personne NOVA;592.36
64;28/06/2026 14:09:44;;Souscription en cours;Synchronisation référentiel personne NOVA;828.95
65;28/06/2026 14:07:35;;Souscription en cours;Coordonnées personnelles;120.10
66;28/06/2026 14:07:35;;Souscription en cours;Coordonnées personnelles;244.09
67;28/06/2026 13:56:18;;Souscription en cours;Vérification d'identité;830.09
68;28/06/2026 13:56:18;;Souscription en cours;Vérification d'identité;566.94
69;28/06/2026 13:24:52;;Souscription en cours;Coordonnées personnelles;602.39
70;28/06/2026 13:24:52;;Souscription en cours;Coordonnées personnelles;454.72
71;28/06/2026 12:38:21;;Souscription en cours;Coordonnées personnelles;602.08
72;28/06/2026 12:38:21;;Souscription en cours;Coordonnées personnelles;990.38
73;28/06/2026 11:57:10;;Souscription en cours;Coordonnées personnelles;684.91
74;28/06/2026 11:57:10;;Souscription en cours;Coordonnées personnelles;656.59
75;28/06/2026 11:47:00;;Souscription en cours;Choix de l'offre et livraison;886.32
76;28/06/2026 11:47:00;;Souscription en cours;Choix de l'offre et livraison;230.82
77;28/06/2026 11:44:54;;Souscription en cours;Informations complémentaires (Etablissements, etc.);228.78
78;28/06/2026 11:44:54;;Souscription en cours;Informations complémentaires (Etablissements, etc.);131.72
79;28/06/2026 11:44:21;;Souscription en cours;Signature Contrat;157.76
80;28/06/2026 11:44:21;;Souscription en cours;Signature Contrat;243.52
81;28/06/2026 11:32:29;;Souscription en cours;Signature Contrat;108.91
82;28/06/2026 11:32:29;;Souscription en cours;Signature Contrat;405.29
83;28/06/2026 10:57:27;;Souscription en cours;Signature Contrat;654.74
84;28/06/2026 10:57:27;;Souscription en cours;Signature Contrat;443.65
85;28/06/2026 10:55:42;;Souscription en cours;Signature Contrat;748.97
86;28/06/2026 10:55:42;;Souscription en cours;Signature Contrat;486.17
87;28/06/2026 10:49:22;;Souscription en cours;Coordonnées personnelles;392.07
88;28/06/2026 10:49:22;;Souscription en cours;Coordonnées personnelles;805.62
89;28/06/2026 10:42:58;;Souscription en cours;Coordonnées personnelles;480.86
90;28/06/2026 10:42:58;;Souscription en cours;Coordonnées personnelles;300.34
91;28/06/2026 10:41:36;;Souscription en cours;Signature Contrat;956.44
92;28/06/2026 10:41:36;;Souscription en cours;Signature Contrat;398.90
93;28/06/2026 10:32:34;;Souscription en cours;Coordonnées personnelles;385.99
94;28/06/2026 10:32:34;;Souscription en cours;Coordonnées personnelles;261.70
95;28/06/2026 10:03:00;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;766.39
96;28/06/2026 10:03:00;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;475.39
97;28/06/2026 10:02:04;;Dossier validé;Parcours terminé;725.24
98;28/06/2026 10:02:04;;Dossier validé;Parcours terminé;734.50
99;28/06/2026 09:24:58;;Souscription en cours;Vérification d'identité;238.67
100;28/06/2026 09:24:58;;Souscription en cours;Vérification d'identité;273.74
101;28/06/2026 09:08:33;;Souscription non démarrée;Parcours non démarré;787.34
102;28/06/2026 09:08:33;;Souscription non démarrée;Parcours non démarré;378.58
103;28/06/2026 07:49:53;;Souscription non démarrée;Parcours non démarré;712.27
104;28/06/2026 07:49:53;;Souscription non démarrée;Parcours non démarré;649.62
105;28/06/2026 07:11:49;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;228.55
106;28/06/2026 07:11:49;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;161.73
107;28/06/2026 06:37:46;;Souscription en cours;Choix de l'offre et livraison;263.94
108;28/06/2026 06:37:46;;Souscription en cours;Choix de l'offre et livraison;880.22
109;28/06/2026 03:35:28;;Souscription en cours;Coordonnées personnelles;366.17
110;28/06/2026 03:35:28;;Souscription en cours;Coordonnées personnelles;979.42
111;28/06/2026 03:23:10;;Dossier refusé;Signature Contrat;725.83
112;28/06/2026 03:23:10;;Dossier refusé;Signature Contrat;306.74
113;28/06/2026 02:17:24;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;950.51
114;28/06/2026 02:17:24;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;811.50
115;28/06/2026 01:15:12;;Souscription en cours;Vérification d'identité;120.59
116;28/06/2026 01:15:12;;Souscription en cours;Vérification d'identité;600.95
117;28/06/2026 01:11:54;;Souscription en cours;Bénéficiaire effectifs;613.72
118;28/06/2026 01:11:54;;Souscription en cours;Bénéficiaire effectifs;239.93
119;28/06/2026 00:34:14;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);531.23
120;28/06/2026 00:34:14;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);138.87
121;28/06/2026 00:25:40;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;935.50
122;28/06/2026 00:25:40;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;633.49
123;27/06/2026 22:58:35;;Souscription en cours;Choix de l'offre et livraison;648.73
124;27/06/2026 22:58:35;;Souscription en cours;Choix de l'offre et livraison;394.49
125;27/06/2026 22:49:07;;Souscription en cours;Vérification d'identité;842.53
126;27/06/2026 22:49:07;;Souscription en cours;Vérification d'identité;113.81
127;27/06/2026 22:37:56;;Souscription en cours;Signature Contrat;230.31
128;27/06/2026 22:37:56;;Souscription en cours;Signature Contrat;733.14
129;27/06/2026 22:19:52;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;797.20
130;27/06/2026 22:19:52;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;470.91
131;27/06/2026 21:53:15;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);263.03
132;27/06/2026 21:53:15;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);848.40
133;27/06/2026 21:45:41;;Souscription non démarrée;Parcours non démarré;165.95
134;27/06/2026 21:45:41;;Souscription non démarrée;Parcours non démarré;217.39
135;27/06/2026 21:36:12;;Souscription en cours;Choix de l'offre et livraison;959.02
136;27/06/2026 21:36:12;;Souscription en cours;Choix de l'offre et livraison;774.33
137;27/06/2026 20:56:08;;Souscription en cours;Coordonnées personnelles;264.15
138;27/06/2026 20:56:08;;Souscription en cours;Coordonnées personnelles;951.82
139;27/06/2026 20:54:02;;Souscription non démarrée;Parcours non démarré;469.51
140;27/06/2026 20:54:02;;Souscription non démarrée;Parcours non démarré;404.77
141;27/06/2026 20:51:17;;Souscription en cours;Coordonnées personnelles;626.97
142;27/06/2026 20:51:17;;Souscription en cours;Coordonnées personnelles;568.88
143;27/06/2026 20:27:39;;Souscription en cours;Signature Contrat;818.92
144;27/06/2026 20:27:39;;Souscription en cours;Signature Contrat;729.06
145;27/06/2026 20:19:29;;Souscription en cours;Coordonnées personnelles;158.05
146;27/06/2026 20:19:29;;Souscription en cours;Coordonnées personnelles;496.20
147;27/06/2026 19:44:49;;Souscription en cours;Coordonnées personnelles;541.89
148;27/06/2026 19:44:49;;Souscription en cours;Coordonnées personnelles;146.24
149;27/06/2026 19:28:32;;Souscription en cours;Coordonnées personnelles;456.62
150;27/06/2026 19:28:32;;Souscription en cours;Coordonnées personnelles;144.06
151;27/06/2026 19:08:11;;Souscription en cours;Choix de l'offre et livraison;372.82
152;27/06/2026 19:08:11;;Souscription en cours;Choix de l'offre et livraison;481.59
153;27/06/2026 19:01:09;;Souscription non démarrée;Parcours non démarré;404.22
154;27/06/2026 19:01:09;;Souscription non démarrée;Parcours non démarré;933.54
155;27/06/2026 18:19:47;;Souscription non démarrée;Parcours non démarré;102.91
156;27/06/2026 18:19:47;;Souscription non démarrée;Parcours non démarré;343.70
157;27/06/2026 18:19:40;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;273.57
158;27/06/2026 18:19:40;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;295.90
159;27/06/2026 18:16:15;;Souscription en cours;Coordonnées personnelles;375.72
160;27/06/2026 18:16:15;;Souscription en cours;Coordonnées personnelles;625.47
161;27/06/2026 18:09:36;;Souscription en cours;Coordonnées personnelles;499.96
162;27/06/2026 18:09:36;;Souscription en cours;Coordonnées personnelles;962.50
163;27/06/2026 17:47:16;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;810.68
164;27/06/2026 17:47:16;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;257.13
165;27/06/2026 17:46:57;;Souscription en cours;Choix de l'offre et livraison;415.10
166;27/06/2026 17:46:57;;Souscription en cours;Choix de l'offre et livraison;385.35
167;27/06/2026 17:37:58;;Souscription en cours;Choix de l'offre et livraison;285.35
168;27/06/2026 17:37:58;;Souscription en cours;Choix de l'offre et livraison;679.83
169;27/06/2026 17:31:53;;Souscription en cours;Choix de l'offre et livraison;160.77
170;27/06/2026 17:31:53;;Souscription en cours;Choix de l'offre et livraison;749.85
171;27/06/2026 17:11:48;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;598.55
172;27/06/2026 17:11:48;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;507.97
173;27/06/2026 17:08:39;;Souscription en cours;Choix de l'offre et livraison;959.97
174;27/06/2026 17:08:39;;Souscription en cours;Choix de l'offre et livraison;349.99
175;27/06/2026 16:48:47;;Souscription en cours;Coordonnées personnelles;862.35
176;27/06/2026 16:48:47;;Souscription en cours;Coordonnées personnelles;511.05
177;27/06/2026 16:40:42;;Souscription en cours;Bénéficiaire effectifs;955.97
178;27/06/2026 16:40:42;;Souscription en cours;Bénéficiaire effectifs;193.25
179;27/06/2026 16:20:46;;Souscription non démarrée;Parcours non démarré;917.49
180;27/06/2026 16:20:46;;Souscription non démarrée;Parcours non démarré;558.77
181;27/06/2026 16:12:03;;Dossier refusé;Signature Contrat;206.66
182;27/06/2026 16:12:03;;Dossier refusé;Signature Contrat;674.43
183;27/06/2026 16:08:53;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;484.97
184;27/06/2026 16:08:53;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;567.89
185;27/06/2026 16:00:05;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);786.63
186;27/06/2026 16:00:05;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);794.01
187;27/06/2026 15:54:39;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;322.52
188;27/06/2026 15:54:39;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;532.72
189;27/06/2026 15:46:26;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);982.83
190;27/06/2026 15:46:26;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);347.15
191;27/06/2026 15:46:19;;En attente d'analyse Agent - Dossier sans erreur;Parcours terminé;901.20
192;27/06/2026 15:46:19;;En attente d'analyse Agent - Dossier sans erreur;Parcours terminé;554.34
193;27/06/2026 15:44:47;;Souscription en cours;Coordonnées personnelles;398.51
194;27/06/2026 15:44:47;;Souscription en cours;Coordonnées personnelles;239.21
195;27/06/2026 15:43:53;;Souscription en cours;Choix de l'offre et livraison;860.33
196;27/06/2026 15:43:53;;Souscription en cours;Choix de l'offre et livraison;800.40
197;27/06/2026 15:37:29;;Souscription en cours;Signature Contrat;230.98
198;27/06/2026 15:37:29;;Souscription en cours;Signature Contrat;124.86
199;27/06/2026 15:28:16;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;447.21
200;27/06/2026 15:28:16;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;930.89
201;27/06/2026 15:23:30;;Souscription en cours;Signature Contrat;992.07
202;27/06/2026 15:23:30;;Souscription en cours;Signature Contrat;301.27
203;27/06/2026 15:18:55;;Souscription en cours;Coordonnées personnelles;493.81
204;27/06/2026 15:18:55;;Souscription en cours;Coordonnées personnelles;813.46
205;27/06/2026 15:01:24;;Souscription en cours;Choix de l'offre et livraison;177.00
206;27/06/2026 15:01:24;;Souscription en cours;Choix de l'offre et livraison;426.51
207;27/06/2026 14:48:08;;Dossier refusé;Choix de l'offre et livraison;282.05
208;27/06/2026 14:48:08;;Dossier refusé;Choix de l'offre et livraison;817.16
209;27/06/2026 14:41:06;;Dossier validé;Parcours terminé;120.22
210;27/06/2026 14:41:06;;Dossier validé;Parcours terminé;562.55
211;27/06/2026 14:36:20;;Souscription non démarrée;Parcours non démarré;677.75
212;27/06/2026 14:36:20;;Souscription non démarrée;Parcours non démarré;150.76
213;27/06/2026 14:34:21;;Souscription en cours;Coordonnées personnelles;758.44
214;27/06/2026 14:34:21;;Souscription en cours;Coordonnées personnelles;792.28
215;27/06/2026 14:33:39;;Souscription en cours;Vérification d'identité;284.95
216;27/06/2026 14:33:39;;Souscription en cours;Vérification d'identité;546.71
217;27/06/2026 14:28:05;;Souscription en cours;Coordonnées personnelles;407.85
218;27/06/2026 14:28:05;;Souscription en cours;Coordonnées personnelles;257.08
219;27/06/2026 14:16:49;;Souscription non démarrée;Parcours non démarré;136.02
220;27/06/2026 14:16:49;;Souscription non démarrée;Parcours non démarré;478.08
221;27/06/2026 14:05:00;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;481.83
222;27/06/2026 14:05:00;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;807.29
223;27/06/2026 13:59:09;;Souscription en cours;Coordonnées personnelles;165.38
224;27/06/2026 13:59:09;;Souscription en cours;Coordonnées personnelles;760.57
225;27/06/2026 13:54:04;;En attente d'analyse Agent - Dossier sans erreur;Parcours terminé;878.63
226;27/06/2026 13:54:04;;En attente d'analyse Agent - Dossier sans erreur;Parcours terminé;300.96
227;27/06/2026 13:49:43;;Souscription en cours;Coordonnées personnelles;782.27
228;27/06/2026 13:49:43;;Souscription en cours;Coordonnées personnelles;119.14
229;27/06/2026 13:34:50;;Souscription en cours;Signature Contrat;342.47
230;27/06/2026 13:34:50;;Souscription en cours;Signature Contrat;357.25
231;27/06/2026 13:22:16;;Souscription en cours;Coordonnées personnelles;261.18
232;27/06/2026 13:22:16;;Souscription en cours;Coordonnées personnelles;718.81
233;27/06/2026 13:21:14;;Souscription en cours;Choix de l'offre et livraison;532.60
234;27/06/2026 13:21:14;;Souscription en cours;Choix de l'offre et livraison;379.05
235;27/06/2026 13:20:49;;Dossier validé;Parcours terminé;703.62
236;27/06/2026 13:20:49;;Dossier validé;Parcours terminé;915.24
237;27/06/2026 13:01:33;;Souscription en cours;Choix de l'offre et livraison;113.94
238;27/06/2026 13:01:33;;Souscription en cours;Choix de l'offre et livraison;470.98
239;27/06/2026 13:01:31;;Souscription en cours;Choix de l'offre et livraison;102.57
240;27/06/2026 13:01:31;;Souscription en cours;Choix de l'offre et livraison;340.52
241;27/06/2026 12:59:22;;Dossier validé;Parcours terminé;364.58
242;27/06/2026 12:59:22;;Dossier validé;Parcours terminé;150.21
243;27/06/2026 12:57:36;;Dossier validé;Parcours terminé;587.06
244;27/06/2026 12:57:36;;Dossier validé;Parcours terminé;322.18
245;27/06/2026 12:31:30;;Dossier refusé;Parcours non démarré;924.11
246;27/06/2026 12:31:30;;Dossier refusé;Parcours non démarré;160.64
247;27/06/2026 12:19:22;;Souscription en cours;Coordonnées personnelles;711.77
248;27/06/2026 12:19:22;;Souscription en cours;Coordonnées personnelles;674.76
249;27/06/2026 12:11:12;;Souscription en cours;Coordonnées personnelles;953.55
250;27/06/2026 12:11:12;;Souscription en cours;Coordonnées personnelles;631.05
251;27/06/2026 12:10:32;;Souscription en cours;Coordonnées personnelles;126.44
252;27/06/2026 12:10:32;;Souscription en cours;Coordonnées personnelles;811.40
253;27/06/2026 11:57:19;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;296.74
254;27/06/2026 11:57:19;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;622.94
255;27/06/2026 11:33:33;;Souscription en cours;Choix de l'offre et livraison;271.56
256;27/06/2026 11:33:33;;Souscription en cours;Choix de l'offre et livraison;545.11
257;27/06/2026 11:30:14;;Souscription en cours;Choix de l'offre et livraison;189.71
258;27/06/2026 11:30:14;;Souscription en cours;Choix de l'offre et livraison;547.83
259;27/06/2026 11:19:38;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;340.13
260;27/06/2026 11:19:38;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;264.42
261;27/06/2026 11:10:20;;Souscription en cours;Signature Contrat;615.94
262;27/06/2026 11:10:20;;Souscription en cours;Signature Contrat;119.37
263;27/06/2026 11:05:36;;Dossier refusé;Saisie société;818.47
264;27/06/2026 11:05:36;;Dossier refusé;Saisie société;127.27
265;27/06/2026 10:57:58;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);727.31
266;27/06/2026 10:57:58;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);124.91
267;27/06/2026 10:32:28;;Dossier validé;Parcours terminé;988.91
268;27/06/2026 10:32:28;;Dossier validé;Parcours terminé;342.53
269;27/06/2026 10:30:06;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);221.41
270;27/06/2026 10:30:06;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);673.72
271;27/06/2026 10:25:57;;Souscription en cours;Informations complémentaires (Etablissements, etc.);705.62
272;27/06/2026 10:25:57;;Souscription en cours;Informations complémentaires (Etablissements, etc.);416.94
273;27/06/2026 10:24:15;;Dossier refusé;Signature Contrat;826.90
274;27/06/2026 10:24:15;;Dossier refusé;Signature Contrat;355.69
275;27/06/2026 10:23:23;;Souscription non démarrée;Parcours non démarré;241.79
276;27/06/2026 10:23:23;;Souscription non démarrée;Parcours non démarré;994.75
277;27/06/2026 10:18:02;;Souscription en cours;Coordonnées personnelles;410.17
278;27/06/2026 10:18:02;;Souscription en cours;Coordonnées personnelles;702.22
279;27/06/2026 10:17:01;;Souscription non démarrée;Parcours non démarré;361.69
280;27/06/2026 10:17:01;;Souscription non démarrée;Parcours non démarré;604.59
281;27/06/2026 10:12:16;;Dossier validé;Parcours terminé;787.29
282;27/06/2026 10:12:16;;Dossier validé;Parcours terminé;729.25
283;27/06/2026 10:03:26;;Souscription en cours;Vérification d'identité;599.95
284;27/06/2026 10:03:26;;Souscription en cours;Vérification d'identité;114.19
285;27/06/2026 09:59:36;;Souscription en cours;Choix de l'offre et livraison;830.22
286;27/06/2026 09:59:36;;Souscription en cours;Choix de l'offre et livraison;383.10
287;27/06/2026 09:34:07;;Dossier validé;Parcours terminé;516.40
288;27/06/2026 09:34:07;;Dossier validé;Parcours terminé;480.46
289;27/06/2026 09:33:46;Z5681453;Dossier validé;Parcours terminé;597.85
290;27/06/2026 09:33:46;Z5681453;Dossier validé;Parcours terminé;252.36
291;27/06/2026 09:21:54;;Souscription en cours;Signature Contrat;671.79
292;27/06/2026 09:21:54;;Souscription en cours;Signature Contrat;997.51
293;27/06/2026 08:33:49;;Dossier validé;Parcours terminé;147.23
294;27/06/2026 08:33:49;;Dossier validé;Parcours terminé;962.49
295;27/06/2026 08:05:07;;Dossier validé;Parcours terminé;694.45
296;27/06/2026 08:05:07;;Dossier validé;Parcours terminé;888.16
297;27/06/2026 04:18:35;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;788.55
298;27/06/2026 04:18:35;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;806.02
299;27/06/2026 02:37:39;;Dossier validé;Parcours terminé;115.91
300;27/06/2026 02:37:39;;Dossier validé;Parcours terminé;509.85
301;27/06/2026 01:39:56;;Dossier validé;Parcours terminé;503.13
302;27/06/2026 01:39:56;;Dossier validé;Parcours terminé;448.62
303;27/06/2026 01:39:25;;Souscription en cours;Synchronisation référentiel personne NOVA;642.05
304;27/06/2026 01:39:25;;Souscription en cours;Synchronisation référentiel personne NOVA;568.66
305;27/06/2026 00:11:59;;Souscription en cours;Signature Contrat;626.46
306;27/06/2026 00:11:59;;Souscription en cours;Signature Contrat;847.51
307;26/06/2026 23:19:22;;Dossier refusé;Saisie société;966.29
308;26/06/2026 23:19:22;;Dossier refusé;Saisie société;104.20
309;26/06/2026 23:14:13;;Dossier refusé;Saisie société;275.53
310;26/06/2026 23:14:13;;Dossier refusé;Saisie société;166.11
311;26/06/2026 23:03:17;;Dossier validé;Parcours terminé;609.58
312;26/06/2026 23:03:17;;Dossier validé;Parcours terminé;891.20
313;26/06/2026 22:43:06;;Souscription en cours;Choix de l'offre et livraison;382.20
314;26/06/2026 22:43:06;;Souscription en cours;Choix de l'offre et livraison;630.25
315;26/06/2026 22:40:44;;Dossier validé;Parcours terminé;705.01
316;26/06/2026 22:40:44;;Dossier validé;Parcours terminé;297.20
317;26/06/2026 22:10:38;;Souscription en cours;Coordonnées personnelles;909.02
318;26/06/2026 22:10:38;;Souscription en cours;Coordonnées personnelles;948.62
319;26/06/2026 21:21:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;194.43
320;26/06/2026 21:21:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;974.32
321;26/06/2026 21:21:01;;Souscription en cours;Coordonnées personnelles;436.05
322;26/06/2026 21:21:01;;Souscription en cours;Coordonnées personnelles;327.85
323;26/06/2026 21:19:34;;Dossier validé;Parcours terminé;927.00
324;26/06/2026 21:19:34;;Dossier validé;Parcours terminé;610.84
325;26/06/2026 21:03:44;;Souscription en cours;Synchronisation référentiel personne NOVA;703.47
326;26/06/2026 21:03:44;;Souscription en cours;Synchronisation référentiel personne NOVA;591.32
327;26/06/2026 20:15:20;;Souscription en cours;Choix de l'offre et livraison;186.06
328;26/06/2026 20:15:20;;Souscription en cours;Choix de l'offre et livraison;456.88
329;26/06/2026 20:12:50;;Souscription en cours;Informations complémentaires (Etablissements, etc.);551.40
330;26/06/2026 20:12:50;;Souscription en cours;Informations complémentaires (Etablissements, etc.);891.33
331;26/06/2026 20:06:11;;Dossier validé;Parcours terminé;723.87
332;26/06/2026 20:06:11;;Dossier validé;Parcours terminé;327.02
333;26/06/2026 19:53:07;;Souscription en cours;Coordonnées personnelles;893.13
334;26/06/2026 19:53:07;;Souscription en cours;Coordonnées personnelles;937.66
335;26/06/2026 19:28:28;;Souscription non démarrée;Parcours non démarré;335.60
336;26/06/2026 19:28:28;;Souscription non démarrée;Parcours non démarré;708.97
337;26/06/2026 19:06:34;;Souscription en cours;Vérification d'identité;578.52
338;26/06/2026 19:06:34;;Souscription en cours;Vérification d'identité;703.85
339;26/06/2026 18:53:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;217.74
340;26/06/2026 18:53:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;425.21
341;26/06/2026 18:47:56;;Souscription en cours;Coordonnées personnelles;467.21
342;26/06/2026 18:47:56;;Souscription en cours;Coordonnées personnelles;441.38
343;26/06/2026 18:45:12;;Dossier refusé;Signature Contrat;257.14
