Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
170;06/06/2026 22:46:16;;Dossier validé;Parcours terminé;956.91
171;06/06/2026 22:42:15;;Souscription en cours;Choix de l'offre et livraison;397.00
172;06/06/2026 22:42:15;;Souscription en cours;Choix de l'offre et livraison;535.44
173;06/06/2026 22:17:01;;Souscription en cours;Coordonnées personnelles;166.11
174;06/06/2026 22:17:01;;Souscription en cours;Coordonnées personnelles;964.35
175;06/06/2026 22:13:13;;Souscription non démarrée;Parcours non démarré;169.31
176;06/06/2026 22:13:13;;Souscription non démarrée;Parcours non démarré;288.47
177;06/06/2026 21:46:56;;Dossier validé;Parcours terminé;214.48
178;06/06/2026 21:46:56;;Dossier validé;Parcours terminé;746.95
179;06/06/2026 21:32:21;;Souscription en cours;Coordonnées personnelles;229.96
180;06/06/2026 21:32:21;;Souscription en cours;Coordonnées personnelles;888.63
181;06/06/2026 21:24:55;;Dossier validé;Parcours terminé;699.15
182;06/06/2026 21:24:55;;Dossier validé;Parcours terminé;215.44
183;06/06/2026 21:14:53;;Dossier validé;Parcours terminé;837.03
184;06/06/2026 21:14:53;;Dossier validé;Parcours terminé;692.67
185;06/06/2026 21:10:05;;Souscription en cours;Vérification d'identité;432.61
186;06/06/2026 21:10:05;;Souscription en cours;Vérification d'identité;388.65
187;06/06/2026 21:08:07;;Souscription non démarrée;Parcours non démarré;899.89
188;06/06/2026 21:08:07;;Souscription non démarrée;Parcours non démarré;429.64
189;06/06/2026 20:59:45;;Dossier refusé;Choix de l'offre et livraison;985.13
190;06/06/2026 20:59:45;;Dossier refusé;Choix de l'offre et livraison;672.27
191;06/06/2026 20:58:17;;Souscription en cours;Choix de l'offre et livraison;759.53
192;06/06/2026 20:58:17;;Souscription en cours;Choix de l'offre et livraison;536.42
193;06/06/2026 20:42:27;;Souscription en cours;Coordonnées personnelles;750.31
194;06/06/2026 20:42:27;;Souscription en cours;Coordonnées personnelles;869.35
195;06/06/2026 20:40:15;;Souscription en cours;Signature Contrat;160.48
196;06/06/2026 20:40:15;;Souscription en cours;Signature Contrat;527.53
197;06/06/2026 20:39:16;;Souscription en cours;Criblages BE(s);982.34
198;06/06/2026 20:39:16;;Souscription en cours;Criblages BE(s);727.90
199;06/06/2026 20:36:42;;Souscription en cours;Coordonnées personnelles;372.76
200;06/06/2026 20:36:42;;Souscription en cours;Coordonnées personnelles;609.94
201;06/06/2026 20:31:29;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;603.23
202;06/06/2026 20:31:29;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;164.61
203;06/06/2026 20:20:38;;Souscription en cours;Vérification d'identité;993.14
204;06/06/2026 20:20:38;;Souscription en cours;Vérification d'identité;119.37
205;06/06/2026 20:18:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;428.54
206;06/06/2026 20:18:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;649.81
207;06/06/2026 19:56:51;;Souscription non démarrée;Parcours non démarré;910.37
208;06/06/2026 19:56:51;;Souscription non démarrée;Parcours non démarré;541.53
209;06/06/2026 19:54:07;;Souscription en cours;Vérification d'identité;834.00
210;06/06/2026 19:54:07;;Souscription en cours;Vérification d'identité;175.05
211;06/06/2026 19:49:25;;Souscription en cours;Coordonnées personnelles;510.97
212;06/06/2026 19:49:25;;Souscription en cours;Coordonnées personnelles;731.19
213;06/06/2026 19:44:15;;Souscription en cours;Coordonnées personnelles;978.93
214;06/06/2026 19:44:15;;Souscription en cours;Coordonnées personnelles;995.18
215;06/06/2026 19:38:57;;Souscription en cours;Signature Contrat;322.49
216;06/06/2026 19:38:57;;Souscription en cours;Signature Contrat;606.03
217;06/06/2026 19:25:48;;Souscription en cours;Coordonnées personnelles;638.90
218;06/06/2026 19:25:48;;Souscription en cours;Coordonnées personnelles;358.23
219;06/06/2026 19:00:06;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;381.06
220;06/06/2026 19:00:06;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;555.20
221;06/06/2026 18:59:34;;Souscription en cours;Criblages BE(s);886.96
222;06/06/2026 18:59:34;;Souscription en cours;Criblages BE(s);236.49
223;06/06/2026 18:54:50;;Souscription en cours;Choix de l'offre et livraison;490.31
224;06/06/2026 18:54:50;;Souscription en cours;Choix de l'offre et livraison;991.70
225;06/06/2026 18:52:19;;Souscription en cours;Coordonnées personnelles;979.86
226;06/06/2026 18:52:19;;Souscription en cours;Coordonnées personnelles;467.26
227;06/06/2026 18:15:50;;Souscription en cours;Coordonnées personnelles;678.14
228;06/06/2026 18:15:50;;Souscription en cours;Coordonnées personnelles;273.10
229;06/06/2026 18:08:48;;Souscription en cours;Choix de l'offre et livraison;167.57
230;06/06/2026 18:08:48;;Souscription en cours;Choix de l'offre et livraison;363.79
231;06/06/2026 18:01:09;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;120.52
232;06/06/2026 18:01:09;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;526.72
233;06/06/2026 17:54:05;;Souscription en cours;Choix de l'offre et livraison;411.92
234;06/06/2026 17:54:05;;Souscription en cours;Choix de l'offre et livraison;574.36
235;06/06/2026 17:48:53;;Souscription en cours;Choix de l'offre et livraison;446.20
236;06/06/2026 17:48:53;;Souscription en cours;Choix de l'offre et livraison;557.13
237;06/06/2026 17:44:35;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);675.56
238;06/06/2026 17:44:35;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);705.16
239;06/06/2026 17:41:15;;Souscription non démarrée;Parcours non démarré;315.99
240;06/06/2026 17:41:15;;Souscription non démarrée;Parcours non démarré;216.94
241;06/06/2026 17:39:31;;Souscription en cours;Signature Contrat;381.31
242;06/06/2026 17:39:31;;Souscription en cours;Signature Contrat;436.95
243;06/06/2026 17:35:34;;Souscription non démarrée;Parcours non démarré;397.65
244;06/06/2026 17:35:34;;Souscription non démarrée;Parcours non démarré;516.43
245;06/06/2026 17:35:05;;Souscription en cours;Coordonnées personnelles;580.96
246;06/06/2026 17:35:05;;Souscription en cours;Coordonnées personnelles;275.20
247;06/06/2026 17:18:31;;Souscription en cours;Coordonnées personnelles;650.63
248;06/06/2026 17:18:31;;Souscription en cours;Coordonnées personnelles;788.24
249;06/06/2026 17:15:38;;Souscription en cours;Coordonnées personnelles;858.94
250;06/06/2026 17:15:38;;Souscription en cours;Coordonnées personnelles;466.16
251;06/06/2026 17:08:41;;Souscription en cours;Coordonnées personnelles;817.61
252;06/06/2026 17:08:41;;Souscription en cours;Coordonnées personnelles;858.82
253;06/06/2026 17:04:21;;Souscription non démarrée;Parcours non démarré;953.55
254;06/06/2026 17:04:21;;Souscription non démarrée;Parcours non démarré;757.59
255;06/06/2026 17:03:36;;Souscription en cours;Synchronisation référentiel personne NOVA;492.92
256;06/06/2026 17:03:36;;Souscription en cours;Synchronisation référentiel personne NOVA;542.59
257;06/06/2026 16:59:12;;Dossier validé;Parcours terminé;747.85
258;06/06/2026 16:59:12;;Dossier validé;Parcours terminé;370.69
259;06/06/2026 16:55:31;;Souscription en cours;Coordonnées personnelles;253.43
260;06/06/2026 16:55:31;;Souscription en cours;Coordonnées personnelles;571.60
261;06/06/2026 16:41:11;;Dossier refusé;Synchronisation référentiel personne NOVA;526.59
262;06/06/2026 16:41:11;;Dossier refusé;Synchronisation référentiel personne NOVA;345.60
263;06/06/2026 16:39:25;;Dossier validé;Parcours terminé;230.99
264;06/06/2026 16:39:25;;Dossier validé;Parcours terminé;594.01
265;06/06/2026 16:38:53;;Souscription en cours;Coordonnées personnelles;199.53
266;06/06/2026 16:38:53;;Souscription en cours;Coordonnées personnelles;550.36
267;06/06/2026 16:38:13;;Souscription en cours;Choix de l'offre et livraison;675.07
268;06/06/2026 16:38:13;;Souscription en cours;Choix de l'offre et livraison;493.68
269;06/06/2026 16:34:59;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;723.00
270;06/06/2026 16:34:59;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;914.08
271;06/06/2026 16:27:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;444.07
272;06/06/2026 16:27:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;672.36
273;06/06/2026 16:18:16;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;189.96
274;06/06/2026 16:18:16;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;603.40
275;06/06/2026 16:11:51;;Dossier validé;Parcours terminé;428.74
276;06/06/2026 16:11:51;;Dossier validé;Parcours terminé;136.50
277;06/06/2026 16:11:14;;Souscription en cours;Coordonnées personnelles;629.62
278;06/06/2026 16:11:14;;Souscription en cours;Coordonnées personnelles;384.36
279;06/06/2026 16:08:42;;Souscription en cours;Coordonnées personnelles;599.89
280;06/06/2026 16:08:42;;Souscription en cours;Coordonnées personnelles;886.45
281;06/06/2026 16:07:23;;Souscription en cours;Choix de l'offre et livraison;944.52
282;06/06/2026 16:07:23;;Souscription en cours;Choix de l'offre et livraison;451.24
283;06/06/2026 16:04:21;;Souscription en cours;Coordonnées personnelles;688.80
284;06/06/2026 16:04:21;;Souscription en cours;Coordonnées personnelles;758.92
285;06/06/2026 15:53:47;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);421.35
286;06/06/2026 15:53:47;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);965.50
287;06/06/2026 15:46:23;;Souscription en cours;Coordonnées personnelles;862.31
288;06/06/2026 15:46:23;;Souscription en cours;Coordonnées personnelles;624.56
289;06/06/2026 15:45:18;;Souscription en cours;Signature Contrat;618.64
290;06/06/2026 15:45:18;;Souscription en cours;Signature Contrat;198.55
291;06/06/2026 15:43:33;;Souscription en cours;Coordonnées personnelles;118.71
292;06/06/2026 15:43:33;;Souscription en cours;Coordonnées personnelles;111.99
293;06/06/2026 15:34:24;;Dossier refusé;Saisie société;270.14
294;06/06/2026 15:34:24;;Dossier refusé;Saisie société;989.73
295;06/06/2026 15:33:54;;Souscription en cours;Vérification d'identité;373.86
296;06/06/2026 15:33:54;;Souscription en cours;Vérification d'identité;382.15
297;06/06/2026 15:33:48;;Souscription en cours;Coordonnées personnelles;883.74
298;06/06/2026 15:33:48;;Souscription en cours;Coordonnées personnelles;459.76
299;06/06/2026 15:29:13;;Souscription en cours;Coordonnées personnelles;405.12
300;06/06/2026 15:29:13;;Souscription en cours;Coordonnées personnelles;665.87
301;06/06/2026 15:28:19;;Souscription en cours;Coordonnées personnelles;457.01
302;06/06/2026 15:28:19;;Souscription en cours;Coordonnées personnelles;151.40
303;06/06/2026 15:26:53;;Souscription non démarrée;Parcours non démarré;753.61
304;06/06/2026 15:26:53;;Souscription non démarrée;Parcours non démarré;857.47
305;06/06/2026 15:22:35;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;293.46
306;06/06/2026 15:22:35;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;454.91
307;06/06/2026 15:20:19;;Souscription en cours;Coordonnées personnelles;957.85
308;06/06/2026 15:20:19;;Souscription en cours;Coordonnées personnelles;467.63
309;06/06/2026 15:20:07;;Souscription en cours;Coordonnées personnelles;709.77
310;06/06/2026 15:20:07;;Souscription en cours;Coordonnées personnelles;481.21
311;06/06/2026 15:19:20;;Souscription non démarrée;Parcours non démarré;789.42
312;06/06/2026 15:19:20;;Souscription non démarrée;Parcours non démarré;879.49
313;06/06/2026 15:14:12;;Souscription en cours;Coordonnées personnelles;377.58
314;06/06/2026 15:14:12;;Souscription en cours;Coordonnées personnelles;529.62
315;06/06/2026 15:07:00;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);817.53
316;06/06/2026 15:07:00;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);380.86
317;06/06/2026 15:03:56;;Souscription non démarrée;Parcours non démarré;878.77
318;06/06/2026 15:03:56;;Souscription non démarrée;Parcours non démarré;396.29
319;06/06/2026 15:02:26;;Souscription en cours;Coordonnées personnelles;951.01
320;06/06/2026 15:02:26;;Souscription en cours;Coordonnées personnelles;788.77
321;06/06/2026 15:00:48;;Souscription en cours;Coordonnées personnelles;629.36
322;06/06/2026 15:00:48;;Souscription en cours;Coordonnées personnelles;441.24
323;06/06/2026 14:58:40;;Souscription en cours;Signature Contrat;661.37
324;06/06/2026 14:58:40;;Souscription en cours;Signature Contrat;576.57
325;06/06/2026 14:56:18;;Dossier validé;Parcours terminé;457.22
326;06/06/2026 14:56:18;;Dossier validé;Parcours terminé;728.61
327;06/06/2026 14:30:44;;Souscription en cours;Coordonnées personnelles;190.85
328;06/06/2026 14:30:44;;Souscription en cours;Coordonnées personnelles;231.27
329;06/06/2026 14:30:00;;Souscription non démarrée;Parcours non démarré;717.68
330;06/06/2026 14:30:00;;Souscription non démarrée;Parcours non démarré;437.15
331;06/06/2026 14:21:37;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);950.26
332;06/06/2026 14:21:37;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);501.77
333;06/06/2026 14:20:04;;Souscription en cours;Choix de l'offre et livraison;333.82
334;06/06/2026 14:20:04;;Souscription en cours;Choix de l'offre et livraison;945.97
335;06/06/2026 14:18:51;;Souscription en cours;Synchronisation référentiel personne NOVA;983.97
336;06/06/2026 14:18:51;;Souscription en cours;Synchronisation référentiel personne NOVA;650.09
337;06/06/2026 14:13:56;;Souscription non démarrée;Parcours non démarré;982.44
338;06/06/2026 14:13:56;;Souscription non démarrée;Parcours non démarré;419.57
339;06/06/2026 14:12:00;;Souscription en cours;Coordonnées personnelles;298.99
340;06/06/2026 14:12:00;;Souscription en cours;Coordonnées personnelles;637.83
341;06/06/2026 14:07:44;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;914.27
342;06/06/2026 14:07:44;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;186.10
343;06/06/2026 13:56:58;;Souscription en cours;Choix de l'offre et livraison;665.10
344;06/06/2026 13:56:58;;Souscription en cours;Choix de l'offre et livraison;978.66
345;06/06/2026 13:55:42;;Dossier validé;Parcours terminé;277.67
346;06/06/2026 13:55:42;;Dossier validé;Parcours terminé;598.57
