Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
191;16/05/2026 18:21:24;;Souscription en cours;Coordonnées personnelles;269.87
192;16/05/2026 18:21:24;;Souscription en cours;Coordonnées personnelles;970.64
193;16/05/2026 18:07:04;;Souscription non démarrée;Parcours non démarré;651.21
194;16/05/2026 18:07:04;;Souscription non démarrée;Parcours non démarré;467.08
195;16/05/2026 17:53:15;;Souscription en cours;Choix de l'offre et livraison;583.38
196;16/05/2026 17:53:15;;Souscription en cours;Choix de l'offre et livraison;699.31
197;16/05/2026 17:51:36;;Souscription en cours;Coordonnées personnelles;252.85
198;16/05/2026 17:51:36;;Souscription en cours;Coordonnées personnelles;832.09
199;16/05/2026 17:46:04;;Souscription en cours;Coordonnées personnelles;605.65
200;16/05/2026 17:46:04;;Souscription en cours;Coordonnées personnelles;316.33
201;16/05/2026 17:42:15;;Souscription en cours;Coordonnées personnelles;993.39
202;16/05/2026 17:42:15;;Souscription en cours;Coordonnées personnelles;987.96
203;16/05/2026 17:32:45;;Dossier validé;Parcours terminé;950.07
204;16/05/2026 17:32:45;;Dossier validé;Parcours terminé;889.03
205;16/05/2026 17:14:52;;Souscription en cours;Coordonnées personnelles;599.46
206;16/05/2026 17:14:52;;Souscription en cours;Coordonnées personnelles;855.20
207;16/05/2026 17:09:12;;Souscription en cours;Vérification d'identité;954.21
208;16/05/2026 17:09:12;;Souscription en cours;Vérification d'identité;434.99
209;16/05/2026 17:01:55;;Souscription en cours;Vérification d'identité;638.17
210;16/05/2026 17:01:55;;Souscription en cours;Vérification d'identité;617.57
211;16/05/2026 16:40:08;;Souscription en cours;Synchronisation référentiel personne NOVA;157.51
212;16/05/2026 16:40:08;;Souscription en cours;Synchronisation référentiel personne NOVA;180.86
213;16/05/2026 16:31:46;;Souscription en cours;Choix de l'offre et livraison;863.50
214;16/05/2026 16:31:46;;Souscription en cours;Choix de l'offre et livraison;349.04
215;16/05/2026 16:25:22;;Souscription en cours;Coordonnées personnelles;886.67
216;16/05/2026 16:25:22;;Souscription en cours;Coordonnées personnelles;439.75
217;16/05/2026 16:24:52;;Dossier validé;Parcours terminé;156.81
218;16/05/2026 16:24:52;;Dossier validé;Parcours terminé;160.44
219;16/05/2026 16:14:58;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;287.11
220;16/05/2026 16:14:58;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;971.22
221;16/05/2026 16:06:15;;Souscription en cours;Choix de l'offre et livraison;945.87
222;16/05/2026 16:06:15;;Souscription en cours;Choix de l'offre et livraison;326.77
223;16/05/2026 15:56:06;;Dossier validé;Parcours terminé;264.84
224;16/05/2026 15:56:06;;Dossier validé;Parcours terminé;125.91
225;16/05/2026 15:51:39;;Souscription en cours;Coordonnées personnelles;576.56
226;16/05/2026 15:51:39;;Souscription en cours;Coordonnées personnelles;470.58
227;16/05/2026 15:40:02;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;373.34
228;16/05/2026 15:40:02;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;940.26
229;16/05/2026 15:38:14;;Dossier validé;Parcours terminé;102.67
230;16/05/2026 15:38:14;;Dossier validé;Parcours terminé;237.85
231;16/05/2026 15:35:51;;Souscription en cours;Signature Contrat;284.16
232;16/05/2026 15:35:51;;Souscription en cours;Signature Contrat;776.45
233;16/05/2026 15:28:46;;Dossier validé;Parcours terminé;948.41
234;16/05/2026 15:28:46;;Dossier validé;Parcours terminé;850.98
235;16/05/2026 15:25:52;;Souscription en cours;Coordonnées personnelles;455.62
236;16/05/2026 15:25:52;;Souscription en cours;Coordonnées personnelles;238.44
237;16/05/2026 15:16:02;;Souscription en cours;Coordonnées personnelles;903.49
238;16/05/2026 15:16:02;;Souscription en cours;Coordonnées personnelles;382.81
239;16/05/2026 15:11:02;Manon LEFEBVRE;Dossier validé;Parcours terminé;182.66
240;16/05/2026 15:11:02;Manon LEFEBVRE;Dossier validé;Parcours terminé;933.37
241;16/05/2026 15:06:43;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;248.85
242;16/05/2026 15:06:43;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;502.70
243;16/05/2026 15:04:03;;Souscription en cours;Choix de l'offre et livraison;613.98
244;16/05/2026 15:04:03;;Souscription en cours;Choix de l'offre et livraison;177.01
245;16/05/2026 14:51:05;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;739.25
246;16/05/2026 14:51:05;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;127.49
247;16/05/2026 14:42:12;;Souscription en cours;Choix de l'offre et livraison;380.15
248;16/05/2026 14:42:12;;Souscription en cours;Choix de l'offre et livraison;235.35
249;16/05/2026 14:35:31;;Dossier refusé;Choix de l'offre et livraison;978.18
250;16/05/2026 14:35:31;;Dossier refusé;Choix de l'offre et livraison;459.65
251;16/05/2026 14:34:54;;Dossier validé;Parcours terminé;609.95
252;16/05/2026 14:34:54;;Dossier validé;Parcours terminé;457.14
253;16/05/2026 14:29:09;;Souscription en cours;Vérification d'identité;621.57
254;16/05/2026 14:29:09;;Souscription en cours;Vérification d'identité;256.93
255;16/05/2026 14:24:27;;Souscription non démarrée;Parcours non démarré;595.07
256;16/05/2026 14:24:27;;Souscription non démarrée;Parcours non démarré;221.65
257;16/05/2026 14:21:36;;Souscription en cours;Signature Contrat;835.08
258;16/05/2026 14:21:36;;Souscription en cours;Signature Contrat;671.69
259;16/05/2026 14:12:38;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;128.54
260;16/05/2026 14:12:38;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;353.32
261;16/05/2026 13:25:36;;Souscription en cours;Coordonnées personnelles;824.28
262;16/05/2026 13:25:36;;Souscription en cours;Coordonnées personnelles;591.15
263;16/05/2026 12:59:22;;Souscription en cours;Coordonnées personnelles;288.43
264;16/05/2026 12:59:22;;Souscription en cours;Coordonnées personnelles;735.30
265;16/05/2026 12:43:00;;Souscription en cours;Coordonnées personnelles;988.10
266;16/05/2026 12:43:00;;Souscription en cours;Coordonnées personnelles;663.63
267;16/05/2026 12:22:49;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;137.45
268;16/05/2026 12:22:49;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;575.55
269;16/05/2026 12:14:58;;Souscription en cours;Coordonnées personnelles;621.53
270;16/05/2026 12:14:58;;Souscription en cours;Coordonnées personnelles;926.19
271;16/05/2026 12:14:03;;Souscription non démarrée;Parcours non démarré;801.68
272;16/05/2026 12:14:03;;Souscription non démarrée;Parcours non démarré;351.52
273;16/05/2026 12:10:23;;Souscription en cours;Coordonnées personnelles;993.20
274;16/05/2026 12:10:23;;Souscription en cours;Coordonnées personnelles;394.11
275;16/05/2026 12:08:05;;Souscription en cours;Coordonnées personnelles;180.55
276;16/05/2026 12:08:05;;Souscription en cours;Coordonnées personnelles;778.49
277;16/05/2026 12:06:17;;Dossier refusé;Saisie société;547.22
278;16/05/2026 12:06:17;;Dossier refusé;Saisie société;432.69
279;16/05/2026 12:06:11;;Dossier validé;Parcours terminé;213.97
280;16/05/2026 12:06:11;;Dossier validé;Parcours terminé;284.18
281;16/05/2026 11:53:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;862.98
282;16/05/2026 11:53:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;296.03
283;16/05/2026 11:38:58;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;620.31
284;16/05/2026 11:38:58;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;339.29
285;16/05/2026 11:34:52;;Dossier validé;Parcours terminé;222.73
286;16/05/2026 11:34:52;;Dossier validé;Parcours terminé;762.75
287;16/05/2026 11:33:23;;Dossier refusé;Saisie société;600.67
288;16/05/2026 11:33:23;;Dossier refusé;Saisie société;505.31
289;16/05/2026 11:31:00;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;428.90
290;16/05/2026 11:31:00;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;510.07
291;16/05/2026 11:21:03;;Souscription en cours;Coordonnées personnelles;618.25
292;16/05/2026 11:21:03;;Souscription en cours;Coordonnées personnelles;820.58
293;16/05/2026 11:11:38;;Souscription non démarrée;Parcours non démarré;560.00
294;16/05/2026 11:11:38;;Souscription non démarrée;Parcours non démarré;292.20
295;16/05/2026 11:05:19;;Souscription en cours;Signature Contrat;356.58
296;16/05/2026 11:05:19;;Souscription en cours;Signature Contrat;651.42
297;16/05/2026 11:04:53;;Souscription en cours;Informations complémentaires (Etablissements, etc.);820.20
298;16/05/2026 11:04:53;;Souscription en cours;Informations complémentaires (Etablissements, etc.);167.36
299;16/05/2026 11:04:13;;Dossier validé;Parcours terminé;840.57
300;16/05/2026 11:04:13;;Dossier validé;Parcours terminé;935.58
301;16/05/2026 10:50:13;;Souscription en cours;Choix de l'offre et livraison;109.90
302;16/05/2026 10:50:13;;Souscription en cours;Choix de l'offre et livraison;907.00
303;16/05/2026 10:34:09;;Souscription non démarrée;Parcours non démarré;268.44
304;16/05/2026 10:34:09;;Souscription non démarrée;Parcours non démarré;633.49
305;16/05/2026 10:26:14;;Dossier refusé;Saisie société;512.50
306;16/05/2026 10:26:14;;Dossier refusé;Saisie société;859.26
307;16/05/2026 10:14:55;;Souscription en cours;Choix de l'offre et livraison;893.25
308;16/05/2026 10:14:55;;Souscription en cours;Choix de l'offre et livraison;586.02
309;16/05/2026 10:09:19;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;849.60
310;16/05/2026 10:09:19;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;798.05
311;16/05/2026 10:03:29;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;401.04
312;16/05/2026 10:03:29;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;575.84
313;16/05/2026 10:00:45;;Souscription en cours;Coordonnées personnelles;593.74
314;16/05/2026 10:00:45;;Souscription en cours;Coordonnées personnelles;219.23
315;16/05/2026 09:33:30;;Souscription en cours;Signature Contrat;935.60
316;16/05/2026 09:33:30;;Souscription en cours;Signature Contrat;947.77
317;16/05/2026 09:32:07;;Souscription en cours;Coordonnées personnelles;316.14
318;16/05/2026 09:32:07;;Souscription en cours;Coordonnées personnelles;975.94
319;16/05/2026 09:08:43;;Souscription en cours;Signature Contrat;857.86
320;16/05/2026 09:08:43;;Souscription en cours;Signature Contrat;688.10
321;16/05/2026 08:59:13;;Souscription en cours;Choix de l'offre et livraison;812.38
322;16/05/2026 08:59:13;;Souscription en cours;Choix de l'offre et livraison;265.01
323;16/05/2026 08:43:49;;Souscription en cours;Coordonnées personnelles;707.74
324;16/05/2026 08:43:49;;Souscription en cours;Coordonnées personnelles;589.83
325;16/05/2026 08:07:09;;Dossier validé;Parcours terminé;515.51
326;16/05/2026 08:07:09;;Dossier validé;Parcours terminé;494.38
327;16/05/2026 07:31:25;;Souscription en cours;Coordonnées personnelles;926.16
328;16/05/2026 07:31:25;;Souscription en cours;Coordonnées personnelles;567.14
329;16/05/2026 07:08:24;;Souscription en cours;Synchronisation référentiel personne NOVA;870.24
330;16/05/2026 07:08:24;;Souscription en cours;Synchronisation référentiel personne NOVA;987.35
331;16/05/2026 04:32:10;;Souscription non démarrée;Parcours non démarré;170.98
332;16/05/2026 04:32:10;;Souscription non démarrée;Parcours non démarré;821.97
333;16/05/2026 03:06:48;;Souscription en cours;Coordonnées personnelles;796.46
334;16/05/2026 03:06:48;;Souscription en cours;Coordonnées personnelles;866.00
335;16/05/2026 02:51:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;310.77
336;16/05/2026 02:51:57;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;710.67
337;16/05/2026 02:40:14;;Souscription en cours;Coordonnées personnelles;983.81
338;16/05/2026 02:40:14;;Souscription en cours;Coordonnées personnelles;270.29
339;16/05/2026 01:23:43;;Souscription en cours;Coordonnées personnelles;630.09
340;16/05/2026 01:23:43;;Souscription en cours;Coordonnées personnelles;735.51
341;16/05/2026 01:19:19;;Souscription en cours;Choix de l'offre et livraison;380.27
342;16/05/2026 01:19:19;;Souscription en cours;Choix de l'offre et livraison;712.96
343;16/05/2026 00:24:37;;Dossier refusé;Bénéficiaire effectifs;763.35
344;16/05/2026 00:24:37;;Dossier refusé;Bénéficiaire effectifs;523.03
