Code agence;Statut;Création;Onboarding;Code_Contact;Valeur
04669;EER non démarré;16/05/2026;—;1000009171;831.35
03364;EER démarré;16/05/2026;5f239653;1000009180;839.60
03364;EER démarré;16/05/2026;bd4390ff;1000009181;511.34
04806;EER non démarré;16/05/2026;—;1000009190;584.78
04806;EER non démarré;16/05/2026;—;1000009191;604.04
03900;EER validé;16/05/2026;5482e1b4;1000009200;724.57
03900;EER validé;16/05/2026;e528912a;1000009201;389.42
08560;EER non démarré;16/05/2026;—;1000009210;747.15
08560;EER non démarré;16/05/2026;—;1000009211;703.90
07029;EER à valider;16/05/2026;8a905382;1000009220;253.38
07029;EER à valider;16/05/2026;6112b262;1000009221;408.06
04110;EER non démarré;16/05/2026;—;1000009230;723.06
04110;EER non démarré;16/05/2026;—;1000009231;322.13
06744;EER non démarré;16/05/2026;—;1000009240;911.94
06744;EER non démarré;16/05/2026;—;1000009241;335.72
05326;EER non démarré;16/05/2026;—;1000009250;632.53
05326;EER non démarré;16/05/2026;—;1000009251;169.37
05027;EER non démarré;16/05/2026;—;1000009260;564.44
05027;EER non démarré;16/05/2026;—;1000009261;718.20
06744;EER non démarré;16/05/2026;—;1000009270;932.96
06744;EER non démarré;16/05/2026;—;1000009271;903.91
03940;EER non démarré;16/05/2026;—;1000009280;191.19
03940;EER non démarré;16/05/2026;—;1000009281;667.65
09069;EER démarré;16/05/2026;25f79372;1000009290;182.29
09069;EER démarré;16/05/2026;74b9380f;1000009291;201.87
01079;EER démarré;15/05/2026;a9b5e6a2;1000009300;158.51
01079;EER démarré;15/05/2026;34a401d6;1000009301;508.33
09238;EER non démarré;15/05/2026;—;1000009310;755.05
09238;EER non démarré;15/05/2026;—;1000009311;757.84
08868;EER validé;15/05/2026;20348731;1000009320;587.10
08868;EER validé;15/05/2026;d35a35e1;1000009321;611.23
09303;EER démarré;15/05/2026;765cdb23;1000009330;913.63
09303;EER démarré;15/05/2026;e6ccb98c;1000009331;974.75
06744;EER non démarré;15/05/2026;—;1000009340;229.59
06744;EER non démarré;15/05/2026;—;1000009341;772.32
08696;EER non démarré;15/05/2026;—;1000009350;637.43
08696;EER non démarré;15/05/2026;—;1000009351;416.45
03900;EER validé;15/05/2026;e91f5f83;1000009360;817.09
03900;EER validé;15/05/2026;199b07f4;1000009361;753.58
07062;EER validé;15/05/2026;c356cf42;1000009370;284.06
07062;EER validé;15/05/2026;a1afbea4;1000009371;688.47
08004;EER à valider;15/05/2026;e9c1c104;1000009380;769.61
08004;EER à valider;15/05/2026;cbddaa20;1000009381;818.41
06744;EER à valider;15/05/2026;7fcea33e;1000009390;801.62
06744;EER à valider;15/05/2026;4a5e5446;1000009391;411.69
05027;EER non démarré;15/05/2026;—;1000009400;760.84
05027;EER non démarré;15/05/2026;—;1000009401;875.13
00606;EER non démarré;15/05/2026;—;1000009410;872.12
00606;EER non démarré;15/05/2026;—;1000009411;741.38
06472;EER non démarré;15/05/2026;—;1000009420;988.23
06472;EER non démarré;15/05/2026;—;1000009421;506.04
07353;EER démarré;15/05/2026;b578612c;1000009430;252.63
07353;EER démarré;15/05/2026;355f93d7;1000009431;503.07
09238;EER non démarré;15/05/2026;—;1000009440;660.94
09238;EER non démarré;15/05/2026;—;1000009441;346.45
02200;EER non démarré;15/05/2026;—;1000009450;320.94
02200;EER non démarré;15/05/2026;—;1000009451;432.70
04588;EER validé;15/05/2026;6e76add0;1000009460;578.77
04588;EER validé;15/05/2026;e5ee83e1;1000009461;214.19
07842;EER non démarré;15/05/2026;—;1000009470;605.12
07842;EER non démarré;15/05/2026;—;1000009471;794.35
00386;EER validé;15/05/2026;44a3d9e1;1000009480;101.88
00386;EER validé;15/05/2026;24d8d447;1000009481;914.86
09276;EER non démarré;15/05/2026;—;1000009490;873.47
09276;EER non démarré;15/05/2026;—;1000009491;463.07
05326;EER non démarré;15/05/2026;—;1000009500;669.84
05326;EER non démarré;15/05/2026;—;1000009501;721.30
02002;EER non démarré;15/05/2026;—;1000009510;811.28
02002;EER non démarré;15/05/2026;—;1000009511;621.59
04733;EER non démarré;15/05/2026;—;1000009520;369.37
04733;EER non démarré;15/05/2026;—;1000009521;283.30
01709;EER non démarré;15/05/2026;—;1000009530;266.77
01709;EER non démarré;15/05/2026;—;1000009531;901.66
07627;EER non démarré;15/05/2026;—;1000009540;580.90
07627;EER non démarré;15/05/2026;—;1000009541;996.39
09238;EER validé;15/05/2026;c31c4c92;1000009550;395.37
09238;EER validé;15/05/2026;06af330d;1000009551;203.69
08774;EER non démarré;15/05/2026;—;1000009560;929.34
08774;EER non démarré;15/05/2026;—;1000009561;551.33
08904;EER démarré;15/05/2026;470bdbe0;1000009570;925.31
08904;EER démarré;15/05/2026;04b1c392;1000009571;376.04
09110;EER non démarré;15/05/2026;—;1000009580;413.68
09110;EER non démarré;15/05/2026;—;1000009581;152.51
06107;EER non démarré;15/05/2026;—;1000009590;981.34
06107;EER non démarré;15/05/2026;—;1000009591;552.96
07486;EER validé;15/05/2026;d791c1db;1000009600;667.98
07486;EER validé;15/05/2026;9e1ae311;1000009601;893.36
09238;EER non démarré;15/05/2026;—;1000009610;473.67
09238;EER non démarré;15/05/2026;—;1000009611;756.90
04650;EER non démarré;15/05/2026;—;1000009620;140.42
04650;EER non démarré;15/05/2026;—;1000009621;398.01
03665;EER non démarré;15/05/2026;—;1000009630;798.43
03665;EER non démarré;15/05/2026;—;1000009631;591.50
08840;EER non démarré;15/05/2026;—;1000009640;541.21
08840;EER non démarré;15/05/2026;—;1000009641;253.63
06392;EER validé;15/05/2026;561306da;1000009650;769.40
06392;EER validé;15/05/2026;5c182991;1000009651;352.07
04217;EER non démarré;15/05/2026;—;1000009660;505.91
04217;EER non démarré;15/05/2026;—;1000009661;348.62
08342;EER validé;15/05/2026;d92348e0;1000009670;309.72
08342;EER validé;15/05/2026;c302e0f4;1000009671;538.31
07627;EER validé;15/05/2026;579b0c54;1000009680;333.35
07627;EER validé;15/05/2026;0664d629;1000009681;275.21
02200;EER rejeté;15/05/2026;45f7802c;1000009690;371.00
02200;EER rejeté;15/05/2026;3ac692e1;1000009691;240.53
05326;EER non démarré;15/05/2026;—;1000009700;266.24
05326;EER non démarré;15/05/2026;—;1000009701;135.78
03784;EER non démarré;15/05/2026;—;1000009710;894.53
03784;EER non démarré;15/05/2026;—;1000009711;700.78
04669;EER non démarré;15/05/2026;—;1000009720;819.55
04669;EER non démarré;15/05/2026;—;1000009721;217.73
05898;EER non démarré;15/05/2026;—;1000009730;521.13
05898;EER non démarré;15/05/2026;—;1000009731;605.27
03940;EER démarré;15/05/2026;f68bcfe4;1000009740;859.19
03940;EER démarré;15/05/2026;8d9782dd;1000009741;233.60
02034;EER non démarré;15/05/2026;—;1000009750;294.30
02034;EER non démarré;15/05/2026;—;1000009751;974.37
07939;EER non démarré;15/05/2026;—;1000009760;117.21
07939;EER non démarré;15/05/2026;—;1000009761;957.69
09238;EER non démarré;15/05/2026;—;1000009770;686.87
09238;EER non démarré;15/05/2026;—;1000009771;880.84
08671;EER non démarré;15/05/2026;—;1000009780;860.65
08671;EER non démarré;15/05/2026;—;1000009781;186.60
06621;EER à valider;15/05/2026;c79a0708;1000009790;999.26
06621;EER à valider;15/05/2026;d803f1d5;1000009791;946.57
08001;EER validé;15/05/2026;c1a24454;1000009800;594.48
08001;EER validé;15/05/2026;a367aef0;1000009801;770.01
03940;EER non démarré;15/05/2026;—;1000009810;715.77
03940;EER non démarré;15/05/2026;—;1000009811;824.69
08546;EER non démarré;15/05/2026;—;1000009820;830.92
08546;EER non démarré;15/05/2026;—;1000009821;494.24
01244;EER validé;15/05/2026;5afc56f6;1000009830;955.84
01244;EER validé;15/05/2026;cc94ee56;1000009831;636.93
09549;EER non démarré;15/05/2026;—;1000009840;282.71
09549;EER non démarré;15/05/2026;—;1000009841;196.05
03231;EER non démarré;15/05/2026;—;1000009850;741.67
03231;EER non démarré;15/05/2026;—;1000009851;242.18
08144;EER validé;15/05/2026;a5311698;1000009860;780.96
08144;EER validé;15/05/2026;56a5cc15;1000009861;997.19
07627;EER non démarré;15/05/2026;—;1000009870;678.11
07627;EER non démarré;15/05/2026;—;1000009871;604.50
03419;EER non démarré;15/05/2026;—;1000009880;853.19
03419;EER non démarré;15/05/2026;—;1000009881;867.35
06312;EER non démarré;15/05/2026;—;1000009890;740.99
06312;EER non démarré;15/05/2026;—;1000009891;977.91
01295;EER non démarré;15/05/2026;—;1000009900;233.34
01295;EER non démarré;15/05/2026;—;1000009901;693.60
06744;EER non démarré;15/05/2026;—;1000009910;258.89
06744;EER non démarré;15/05/2026;—;1000009911;390.59
05326;EER démarré;15/05/2026;d34b794b;1000009920;885.07
05326;EER démarré;15/05/2026;f7228c4c;1000009921;655.80
08421;EER validé;15/05/2026;8cc1b9b4;1000009930;916.97
08421;EER validé;15/05/2026;fc489711;1000009931;621.58
06744;EER non démarré;15/05/2026;—;1000009940;865.53
06744;EER non démarré;15/05/2026;—;1000009941;927.73
02034;EER non démarré;15/05/2026;—;1000009950;830.85
02034;EER non démarré;15/05/2026;—;1000009951;912.86
05541;EER non démarré;15/05/2026;—;1000009960;666.58
05541;EER non démarré;15/05/2026;—;1000009961;404.91
05522;EER démarré;15/05/2026;7f276d00;1000009970;819.50
05522;EER démarré;15/05/2026;6ab8595d;1000009971;966.46
06449;EER non démarré;15/05/2026;—;1000009980;159.70
06449;EER non démarré;15/05/2026;—;1000009981;260.64
08135;EER non démarré;15/05/2026;—;1000009990;952.79
08135;EER non démarré;15/05/2026;—;1000009991;876.90
09940;EER validé;15/05/2026;3c3e783b;1000010000;591.70
09940;EER validé;15/05/2026;28fea19c;1000010001;722.30
03054;EER non démarré;15/05/2026;—;1000010010;741.44
03054;EER non démarré;15/05/2026;—;1000010011;696.55
06591;EER non démarré;15/05/2026;—;1000010020;140.80
06591;EER non démarré;15/05/2026;—;1000010021;749.67
09238;EER non démarré;15/05/2026;—;1000010030;960.72
09238;EER non démarré;15/05/2026;—;1000010031;280.04
06744;EER validé;15/05/2026;795108aa;1000010040;714.47
06744;EER validé;15/05/2026;0f0d4050;1000010041;214.31
06260;EER non démarré;15/05/2026;—;1000010050;602.40
06260;EER non démarré;15/05/2026;—;1000010051;951.47
01898;EER non démarré;15/05/2026;—;1000010060;754.99
01898;EER non démarré;15/05/2026;—;1000010061;857.49
07386;EER non démarré;15/05/2026;—;1000010070;484.54
07386;EER non démarré;15/05/2026;—;1000010071;985.75
04169;EER non démarré;15/05/2026;—;1000010080;796.68
04169;EER non démarré;15/05/2026;—;1000010081;254.77
03940;EER non démarré;15/05/2026;—;1000010090;368.36
03940;EER non démarré;15/05/2026;—;1000010091;511.97
07207;EER non démarré;15/05/2026;—;1000010100;501.76
07207;EER non démarré;15/05/2026;—;1000010101;686.45
06044;EER validé;15/05/2026;4ceb0c24;1000010110;625.31
06044;EER validé;15/05/2026;491d49df;1000010111;815.24
06744;EER non démarré;15/05/2026;—;1000010120;955.68
06744;EER non démarré;15/05/2026;—;1000010121;430.40
04883;EER validé;15/05/2026;55d8ebbc;1000010130;302.47
04883;EER validé;15/05/2026;f85e7c6e;1000010131;389.36
05667;EER à valider;15/05/2026;553f36d6;1000010140;898.69
05667;EER à valider;15/05/2026;4bf23844;1000010141;367.68
04579;EER non démarré;15/05/2026;—;1000010150;414.79
04579;EER non démarré;15/05/2026;—;1000010151;552.17
00933;EER non démarré;15/05/2026;—;1000010160;109.92
00933;EER non démarré;15/05/2026;—;1000010161;705.16
03366;EER non démarré;15/05/2026;—;1000010170;819.45
03366;EER non démarré;15/05/2026;—;1000010171;779.71
05675;EER non démarré;15/05/2026;—;1000010180;100.47
05675;EER non démarré;15/05/2026;—;1000010181;409.57
06490;EER démarré;15/05/2026;f640ec07;1000010190;699.23
06490;EER démarré;15/05/2026;7d5e9e0a;1000010191;246.38
06744;EER validé;15/05/2026;6cab995b;1000010200;499.28
06744;EER validé;15/05/2026;0d75a211;1000010201;920.34
08904;EER non démarré;15/05/2026;—;1000010210;167.53
08904;EER non démarré;15/05/2026;—;1000010211;136.94
08048;EER à valider;15/05/2026;9f553a11;1000010220;450.18
08048;EER à valider;15/05/2026;10a16aff;1000010221;111.28
09917;EER démarré;15/05/2026;fc43b7a0;1000010230;988.40
09917;EER démarré;15/05/2026;e749cc7b;1000010231;706.78
08041;EER non démarré;15/05/2026;—;1000010240;611.60
08041;EER non démarré;15/05/2026;—;1000010241;645.41
06794;EER validé;15/05/2026;89c9b09a;1000010250;606.59
06794;EER validé;15/05/2026;71c8aa49;1000010251;771.31
01675;EER non démarré;15/05/2026;—;1000010260;801.59
01675;EER non démarré;15/05/2026;—;1000010261;931.82
08853;EER à valider;15/05/2026;c9afb596;1000010270;753.51
08853;EER à valider;15/05/2026;d2491b89;1000010271;771.82
06360;EER non démarré;15/05/2026;—;1000010280;777.78
06360;EER non démarré;15/05/2026;—;1000010281;888.70
01449;EER non démarré;15/05/2026;—;1000010290;971.27
01449;EER non démarré;15/05/2026;—;1000010291;189.16
08342;EER non démarré;15/05/2026;—;1000010300;503.91
08342;EER non démarré;15/05/2026;—;1000010301;322.57
09238;EER non démarré;15/05/2026;—;1000010310;387.47
09238;EER non démarré;15/05/2026;—;1000010311;146.96
02897;EER non démarré;15/05/2026;—;1000010320;558.39
02897;EER non démarré;15/05/2026;—;1000010321;445.37
07674;EER non démarré;15/05/2026;—;1000010330;568.79
07674;EER non démarré;15/05/2026;—;1000010331;927.83
00685;EER démarré;15/05/2026;1d3a7d2b;1000010340;453.60
00685;EER démarré;15/05/2026;d093df12;1000010341;597.69
04741;EER validé;15/05/2026;754d4e32;1000010350;454.57
04741;EER validé;15/05/2026;35bb997c;1000010351;803.65
07386;EER non démarré;15/05/2026;—;1000010360;129.32
07386;EER non démarré;15/05/2026;—;1000010361;457.05
09238;EER non démarré;15/05/2026;—;1000010370;612.85
09238;EER non démarré;15/05/2026;—;1000010371;674.37
03910;EER démarré;15/05/2026;32d58949;1000010380;126.89
03910;EER démarré;15/05/2026;22582031;1000010381;574.52
01036;EER non démarré;15/05/2026;—;1000010390;537.29
01036;EER non démarré;15/05/2026;—;1000010391;251.22
03419;EER non démarré;15/05/2026;—;1000010400;560.06
03419;EER non démarré;15/05/2026;—;1000010401;878.56
07268;EER validé;15/05/2026;b156e9c6;1000010410;379.54
07268;EER validé;15/05/2026;a75d547f;1000010411;386.38
07293;EER non démarré;15/05/2026;—;1000010420;379.10
07293;EER non démarré;15/05/2026;—;1000010421;884.71
05868;EER démarré;15/05/2026;0bf8124e;1000010430;100.87
05868;EER démarré;15/05/2026;8686da98;1000010431;126.41
08414;EER non démarré;15/05/2026;—;1000010440;775.37
08414;EER non démarré;15/05/2026;—;1000010441;536.20
06641;EER non démarré;15/05/2026;—;1000010450;693.40
06641;EER non démarré;15/05/2026;—;1000010451;999.40
03366;EER non démarré;15/05/2026;—;1000010460;508.52
03366;EER non démarré;15/05/2026;—;1000010461;760.83
04100;EER non démarré;15/05/2026;—;1000010470;388.64
04100;EER non démarré;15/05/2026;—;1000010471;189.44
06744;EER non démarré;15/05/2026;—;1000010480;101.40
06744;EER non démarré;15/05/2026;—;1000010481;124.34
05995;EER validé;15/05/2026;b1defc1f;1000010490;903.25
05995;EER validé;15/05/2026;195136e8;1000010491;580.94
05090;EER non démarré;15/05/2026;—;1000010500;820.69
05090;EER non démarré;15/05/2026;—;1000010501;920.28
06111;EER non démarré;15/05/2026;—;1000010510;299.31
06111;EER non démarré;15/05/2026;—;1000010511;413.82
07286;EER non démarré;15/05/2026;—;1000010520;158.34
07286;EER non démarré;15/05/2026;—;1000010521;229.32
00697;EER non démarré;15/05/2026;—;1000010530;955.75
00697;EER non démarré;15/05/2026;—;1000010531;834.35
07831;EER non démarré;15/05/2026;—;1000010540;745.09
07831;EER non démarré;15/05/2026;—;1000010541;787.13
07125;EER non démarré;15/05/2026;—;1000010550;544.07
07125;EER non démarré;15/05/2026;—;1000010551;145.40
05898;EER démarré;15/05/2026;d11e7b42;1000010560;444.53
05898;EER démarré;15/05/2026;29989591;1000010561;227.40
06744;EER non démarré;15/05/2026;—;1000010570;856.49
06744;EER non démarré;15/05/2026;—;1000010571;281.28
09238;EER non démarré;15/05/2026;—;1000010580;171.26
09238;EER non démarré;15/05/2026;—;1000010581;589.22
09238;EER validé;15/05/2026;c4e870f2;1000010590;902.77
09238;EER validé;15/05/2026;41fd84e9;1000010591;711.83
04169;EER non démarré;15/05/2026;—;1000010600;807.51
04169;EER non démarré;15/05/2026;—;1000010601;165.50
06556;EER non démarré;15/05/2026;—;1000010610;879.24
06556;EER non démarré;15/05/2026;—;1000010611;167.42
09238;EER non démarré;15/05/2026;—;1000010620;172.98
09238;EER non démarré;15/05/2026;—;1000010621;686.79
06184;EER validé;15/05/2026;903fff66;1000010630;420.62
06184;EER validé;15/05/2026;0a01abfb;1000010631;799.84
09238;EER non démarré;15/05/2026;—;1000010640;976.10
09238;EER non démarré;15/05/2026;—;1000010641;456.90
00386;EER démarré;15/05/2026;3bc2d31d;1000010650;293.36
00386;EER démarré;15/05/2026;93cb1fa2;1000010651;346.23
03940;EER non démarré;15/05/2026;—;1000010660;455.11
03940;EER non démarré;15/05/2026;—;1000010661;245.50
09238;EER non démarré;15/05/2026;—;1000010670;319.97
09238;EER non démarré;15/05/2026;—;1000010671;566.51
08414;EER non démarré;15/05/2026;—;1000010680;769.66
08414;EER non démarré;15/05/2026;—;1000010681;742.88
01011;EER non démarré;15/05/2026;—;1000010690;382.40
01011;EER non démarré;15/05/2026;—;1000010691;752.69
05027;EER validé;15/05/2026;388d7439;1000010700;544.47
05027;EER validé;15/05/2026;c7729d04;1000010701;120.77
04704;EER non démarré;15/05/2026;—;1000010710;618.50
04704;EER non démarré;15/05/2026;—;1000010711;544.96
07782;EER non démarré;15/05/2026;—;1000010720;975.79
07782;EER non démarré;15/05/2026;—;1000010721;223.93
09238;EER validé;15/05/2026;b2d41127;1000010730;272.74
09238;EER validé;15/05/2026;77a6aaab;1000010731;931.83
04456;EER non démarré;15/05/2026;—;1000010740;712.85
04456;EER non démarré;15/05/2026;—;1000010741;823.06
07391;EER non démarré;15/05/2026;—;1000010750;679.80
07391;EER non démarré;15/05/2026;—;1000010751;284.23
01531;EER non démarré;15/05/2026;—;1000010760;454.70
01531;EER non démarré;15/05/2026;—;1000010761;927.52
09408;EER non démarré;15/05/2026;—;1000010770;927.91
09408;EER non démarré;15/05/2026;—;1000010771;620.64
06867;EER non démarré;15/05/2026;—;1000010780;757.92
06867;EER non démarré;15/05/2026;—;1000010781;760.43
07928;EER non démarré;15/05/2026;—;1000010790;915.12
07928;EER non démarré;15/05/2026;—;1000010791;463.08
05682;EER non démarré;15/05/2026;—;1000010800;728.69
05682;EER non démarré;15/05/2026;—;1000010801;133.36
06662;EER non démarré;15/05/2026;—;1000010810;594.16
06662;EER non démarré;15/05/2026;—;1000010811;599.71
05270;EER rejeté;15/05/2026;390457f9;1000010820;946.51
05270;EER rejeté;15/05/2026;3c5e9ba0;1000010821;244.14
09885;EER non démarré;15/05/2026;—;1000010830;327.83
09885;EER non démarré;15/05/2026;—;1000010831;428.81
00819;EER validé;15/05/2026;1831da33;1000010840;740.84
00819;EER validé;15/05/2026;5dbdf5b6;1000010841;927.04
03940;EER validé;15/05/2026;a4b0a1b6;1000010850;691.15
03940;EER validé;15/05/2026;94d89d53;1000010851;865.11
00432;EER à valider;15/05/2026;080e8637;1000010860;215.20
00432;EER à valider;15/05/2026;efdb4057;1000010861;717.47
01864;EER non démarré;15/05/2026;—;1000010870;540.15
01864;EER non démarré;15/05/2026;—;1000010871;452.65
02938;EER non démarré;15/05/2026;—;1000010880;755.41
