Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
26;24/05/2026 19:02:06;;Souscription en cours;Signature Contrat;585.72
27;24/05/2026 19:01:16;;Souscription en cours;Vérification d'identité;433.98
28;24/05/2026 19:01:16;;Souscription en cours;Vérification d'identité;364.44
29;24/05/2026 17:44:14;;Souscription en cours;Choix de l'offre et livraison;909.73
30;24/05/2026 17:44:14;;Souscription en cours;Choix de l'offre et livraison;818.44
31;24/05/2026 17:29:40;;Souscription en cours;Coordonnées personnelles;638.61
32;24/05/2026 17:29:40;;Souscription en cours;Coordonnées personnelles;189.55
33;24/05/2026 17:22:16;;Souscription en cours;Coordonnées personnelles;832.44
34;24/05/2026 17:22:16;;Souscription en cours;Coordonnées personnelles;348.77
35;24/05/2026 17:03:24;;Souscription en cours;Coordonnées personnelles;904.71
36;24/05/2026 17:03:24;;Souscription en cours;Coordonnées personnelles;996.58
37;24/05/2026 16:44:12;;Souscription en cours;Criblages BE(s);240.30
38;24/05/2026 16:44:12;;Souscription en cours;Criblages BE(s);374.71
39;24/05/2026 16:39:39;;Souscription en cours;Informations complémentaires (Etablissements, etc.);829.43
40;24/05/2026 16:39:39;;Souscription en cours;Informations complémentaires (Etablissements, etc.);924.86
41;24/05/2026 16:36:05;;Souscription en cours;Coordonnées personnelles;208.15
42;24/05/2026 16:36:05;;Souscription en cours;Coordonnées personnelles;985.00
43;24/05/2026 16:21:54;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);173.92
44;24/05/2026 16:21:54;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);969.41
45;24/05/2026 16:17:11;;Souscription en cours;Coordonnées personnelles;173.49
46;24/05/2026 16:17:11;;Souscription en cours;Coordonnées personnelles;382.22
47;24/05/2026 16:07:01;;Souscription en cours;Coordonnées personnelles;687.32
48;24/05/2026 16:07:01;;Souscription en cours;Coordonnées personnelles;237.66
49;24/05/2026 16:03:07;;Souscription en cours;Informations complémentaires (Etablissements, etc.);927.36
50;24/05/2026 16:03:07;;Souscription en cours;Informations complémentaires (Etablissements, etc.);894.90
51;24/05/2026 16:01:28;;Souscription en cours;Signature Contrat;651.57
52;24/05/2026 16:01:28;;Souscription en cours;Signature Contrat;713.82
53;24/05/2026 15:59:11;;Souscription en cours;Signature Contrat;891.62
54;24/05/2026 15:59:11;;Souscription en cours;Signature Contrat;121.48
55;24/05/2026 15:49:56;;Souscription en cours;Coordonnées personnelles;583.02
56;24/05/2026 15:49:56;;Souscription en cours;Coordonnées personnelles;944.70
57;24/05/2026 15:34:05;;Souscription en cours;Choix de l'offre et livraison;675.68
58;24/05/2026 15:34:05;;Souscription en cours;Choix de l'offre et livraison;655.79
59;24/05/2026 15:20:34;;Souscription en cours;Choix de l'offre et livraison;258.54
60;24/05/2026 15:20:34;;Souscription en cours;Choix de l'offre et livraison;153.27
61;24/05/2026 15:10:32;;Souscription en cours;Synchronisation référentiel personne NOVA;122.16
62;24/05/2026 15:10:32;;Souscription en cours;Synchronisation référentiel personne NOVA;612.84
63;24/05/2026 15:08:44;;Souscription en cours;Choix de l'offre et livraison;139.34
64;24/05/2026 15:08:44;;Souscription en cours;Choix de l'offre et livraison;867.62
65;24/05/2026 15:08:03;;Souscription en cours;Coordonnées personnelles;106.43
66;24/05/2026 15:08:03;;Souscription en cours;Coordonnées personnelles;961.46
67;24/05/2026 15:01:51;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;129.02
68;24/05/2026 15:01:51;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;260.19
69;24/05/2026 14:36:20;;Souscription en cours;Coordonnées personnelles;150.91
70;24/05/2026 14:36:20;;Souscription en cours;Coordonnées personnelles;524.30
71;24/05/2026 14:35:10;;Souscription en cours;Signature Contrat;836.53
72;24/05/2026 14:35:10;;Souscription en cours;Signature Contrat;257.83
73;24/05/2026 14:33:16;;Souscription en cours;Bénéficiaire effectifs;369.23
74;24/05/2026 14:33:16;;Souscription en cours;Bénéficiaire effectifs;234.53
75;24/05/2026 14:25:59;;Souscription en cours;Synchronisation référentiel personne NOVA;940.11
76;24/05/2026 14:25:59;;Souscription en cours;Synchronisation référentiel personne NOVA;762.24
77;24/05/2026 14:23:25;;Souscription en cours;Coordonnées personnelles;540.98
78;24/05/2026 14:23:25;;Souscription en cours;Coordonnées personnelles;229.05
79;24/05/2026 13:06:05;;Souscription en cours;Choix de l'offre et livraison;949.46
80;24/05/2026 13:06:05;;Souscription en cours;Choix de l'offre et livraison;769.21
81;24/05/2026 12:57:23;;Souscription en cours;Synchronisation référentiel personne NOVA;634.37
82;24/05/2026 12:57:23;;Souscription en cours;Synchronisation référentiel personne NOVA;876.56
83;24/05/2026 12:53:13;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);939.50
84;24/05/2026 12:53:13;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);193.13
85;24/05/2026 12:47:05;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;994.95
86;24/05/2026 12:47:05;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;821.99
87;24/05/2026 12:35:31;;Souscription non démarrée;Parcours non démarré;488.20
88;24/05/2026 12:35:31;;Souscription non démarrée;Parcours non démarré;525.92
89;24/05/2026 12:27:52;;Souscription en cours;Coordonnées personnelles;755.38
90;24/05/2026 12:27:52;;Souscription en cours;Coordonnées personnelles;531.00
91;24/05/2026 12:20:47;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;712.29
92;24/05/2026 12:20:47;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;829.78
93;24/05/2026 12:04:56;;Souscription en cours;Coordonnées personnelles;750.31
94;24/05/2026 12:04:56;;Souscription en cours;Coordonnées personnelles;365.13
95;24/05/2026 11:38:26;;Souscription non démarrée;Parcours non démarré;779.28
96;24/05/2026 11:38:26;;Souscription non démarrée;Parcours non démarré;318.78
97;24/05/2026 11:29:03;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;756.25
98;24/05/2026 11:29:03;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;417.00
99;24/05/2026 11:23:23;;Souscription non démarrée;Parcours non démarré;282.01
100;24/05/2026 11:23:23;;Souscription non démarrée;Parcours non démarré;656.30
101;24/05/2026 11:01:09;;Souscription en cours;Coordonnées personnelles;694.20
102;24/05/2026 11:01:09;;Souscription en cours;Coordonnées personnelles;736.94
103;24/05/2026 11:00:52;;Souscription non démarrée;Parcours non démarré;505.38
104;24/05/2026 11:00:52;;Souscription non démarrée;Parcours non démarré;482.29
105;24/05/2026 11:00:45;;Souscription en cours;Coordonnées personnelles;294.47
106;24/05/2026 11:00:45;;Souscription en cours;Coordonnées personnelles;143.63
107;24/05/2026 10:46:42;;Souscription en cours;Coordonnées personnelles;592.72
108;24/05/2026 10:46:42;;Souscription en cours;Coordonnées personnelles;476.81
109;24/05/2026 10:39:31;;Souscription en cours;Coordonnées personnelles;190.41
110;24/05/2026 10:39:31;;Souscription en cours;Coordonnées personnelles;201.98
111;24/05/2026 10:34:18;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;867.44
112;24/05/2026 10:34:18;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;555.42
113;24/05/2026 10:31:50;;Souscription en cours;Signature Contrat;527.72
114;24/05/2026 10:31:50;;Souscription en cours;Signature Contrat;557.86
115;24/05/2026 10:31:37;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);395.44
116;24/05/2026 10:31:37;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);332.17
117;24/05/2026 10:31:35;;Souscription en cours;Coordonnées personnelles;329.56
118;24/05/2026 10:31:35;;Souscription en cours;Coordonnées personnelles;171.48
119;24/05/2026 10:18:12;;Souscription en cours;Criblages BE(s);930.85
120;24/05/2026 10:18:12;;Souscription en cours;Criblages BE(s);648.89
121;24/05/2026 10:08:12;;Souscription en cours;Choix de l'offre et livraison;740.87
122;24/05/2026 10:08:12;;Souscription en cours;Choix de l'offre et livraison;873.81
123;24/05/2026 10:07:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;671.46
124;24/05/2026 10:07:13;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;296.14
125;24/05/2026 10:06:47;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;488.85
126;24/05/2026 10:06:47;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;896.92
127;24/05/2026 09:47:56;;Souscription en cours;Vérification d'identité;480.72
128;24/05/2026 09:47:56;;Souscription en cours;Vérification d'identité;736.95
129;24/05/2026 09:40:17;;Souscription en cours;Coordonnées personnelles;722.31
130;24/05/2026 09:40:17;;Souscription en cours;Coordonnées personnelles;252.52
131;24/05/2026 08:47:15;;Souscription non démarrée;Parcours non démarré;607.75
132;24/05/2026 08:47:15;;Souscription non démarrée;Parcours non démarré;715.70
133;24/05/2026 08:04:55;;Souscription en cours;Choix de l'offre et livraison;946.73
134;24/05/2026 08:04:55;;Souscription en cours;Choix de l'offre et livraison;902.67
135;24/05/2026 08:00:06;;Souscription en cours;Coordonnées personnelles;504.27
136;24/05/2026 08:00:06;;Souscription en cours;Coordonnées personnelles;367.13
137;24/05/2026 07:50:03;;Souscription en cours;Coordonnées personnelles;606.80
138;24/05/2026 07:50:03;;Souscription en cours;Coordonnées personnelles;795.35
139;24/05/2026 03:43:27;;Souscription en cours;Choix de l'offre et livraison;106.15
140;24/05/2026 03:43:27;;Souscription en cours;Choix de l'offre et livraison;718.97
141;24/05/2026 02:35:37;;Souscription en cours;Coordonnées personnelles;733.63
142;24/05/2026 02:35:37;;Souscription en cours;Coordonnées personnelles;812.11
143;24/05/2026 01:45:47;;Souscription en cours;Vérification d'identité;436.92
144;24/05/2026 01:45:47;;Souscription en cours;Vérification d'identité;378.03
145;24/05/2026 00:30:25;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);381.23
146;24/05/2026 00:30:25;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);993.25
147;24/05/2026 00:09:12;;Souscription en cours;Vérification d'identité;246.70
148;24/05/2026 00:09:12;;Souscription en cours;Vérification d'identité;786.39
149;24/05/2026 00:06:26;;Souscription en cours;Coordonnées personnelles;364.83
150;24/05/2026 00:06:26;;Souscription en cours;Coordonnées personnelles;920.05
151;23/05/2026 23:54:40;Manon LEFEBVRE;Dossier refusé;Saisie société;139.69
152;23/05/2026 23:54:40;Manon LEFEBVRE;Dossier refusé;Saisie société;390.48
153;23/05/2026 23:42:22;;Souscription en cours;Coordonnées personnelles;455.57
154;23/05/2026 23:42:22;;Souscription en cours;Coordonnées personnelles;923.46
155;23/05/2026 22:38:15;;Souscription en cours;Vérification d'identité;942.99
156;23/05/2026 22:38:15;;Souscription en cours;Vérification d'identité;204.38
157;23/05/2026 22:36:04;;Souscription en cours;Bénéficiaire effectifs;700.24
158;23/05/2026 22:36:04;;Souscription en cours;Bénéficiaire effectifs;606.22
159;23/05/2026 22:29:47;;Souscription en cours;Signature Contrat;100.84
160;23/05/2026 22:29:47;;Souscription en cours;Signature Contrat;790.61
161;23/05/2026 22:26:08;;Dossier validé;Parcours terminé;762.04
162;23/05/2026 22:26:08;;Dossier validé;Parcours terminé;232.73
163;23/05/2026 22:25:02;;Souscription non démarrée;Parcours non démarré;908.04
164;23/05/2026 22:25:02;;Souscription non démarrée;Parcours non démarré;788.47
165;23/05/2026 21:21:24;;Dossier refusé;Signature Contrat;447.82
166;23/05/2026 21:21:24;;Dossier refusé;Signature Contrat;863.20
167;23/05/2026 21:07:16;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);930.44
168;23/05/2026 21:07:16;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);643.70
169;23/05/2026 20:55:07;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;984.12
170;23/05/2026 20:55:07;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;156.96
171;23/05/2026 20:29:28;;Souscription en cours;Coordonnées personnelles;729.63
172;23/05/2026 20:29:28;;Souscription en cours;Coordonnées personnelles;958.80
173;23/05/2026 20:28:25;;Souscription en cours;Choix de l'offre et livraison;160.23
174;23/05/2026 20:28:25;;Souscription en cours;Choix de l'offre et livraison;494.94
175;23/05/2026 20:27:48;;Souscription en cours;Vérification d'identité;316.61
176;23/05/2026 20:27:48;;Souscription en cours;Vérification d'identité;575.97
177;23/05/2026 20:24:35;;Dossier validé;Parcours terminé;773.70
178;23/05/2026 20:24:35;;Dossier validé;Parcours terminé;569.26
179;23/05/2026 20:22:12;;Dossier validé;Parcours terminé;120.21
180;23/05/2026 20:22:12;;Dossier validé;Parcours terminé;171.66
181;23/05/2026 20:08:28;;Dossier validé;Parcours terminé;142.28
182;23/05/2026 20:08:28;;Dossier validé;Parcours terminé;841.58
183;23/05/2026 19:55:53;;Souscription en cours;Coordonnées personnelles;921.25
184;23/05/2026 19:55:53;;Souscription en cours;Coordonnées personnelles;488.59
185;23/05/2026 19:26:08;;Souscription en cours;Coordonnées personnelles;866.50
186;23/05/2026 19:26:08;;Souscription en cours;Coordonnées personnelles;191.06
187;23/05/2026 19:14:07;;Souscription en cours;Coordonnées personnelles;515.41
188;23/05/2026 19:14:07;;Souscription en cours;Coordonnées personnelles;939.00
189;23/05/2026 19:12:23;;Souscription en cours;Vérification d'identité;992.50
190;23/05/2026 19:12:23;;Souscription en cours;Vérification d'identité;391.56
191;23/05/2026 19:05:14;;Dossier refusé;Saisie société;562.45
192;23/05/2026 19:05:14;;Dossier refusé;Saisie société;973.29
193;23/05/2026 18:50:11;;Souscription en cours;Choix de l'offre et livraison;280.21
194;23/05/2026 18:50:11;;Souscription en cours;Choix de l'offre et livraison;126.97
195;23/05/2026 18:46:52;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;345.18
196;23/05/2026 18:46:52;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;144.70
197;23/05/2026 17:57:35;;Souscription non démarrée;Parcours non démarré;336.51
198;23/05/2026 17:57:35;;Souscription non démarrée;Parcours non démarré;781.78
199;23/05/2026 17:46:09;;Dossier validé;Parcours terminé;767.72
200;23/05/2026 17:46:09;;Dossier validé;Parcours terminé;903.19
201;23/05/2026 17:46:06;;Souscription en cours;Signature Contrat;835.48
202;23/05/2026 17:46:06;;Souscription en cours;Signature Contrat;963.60
203;23/05/2026 17:36:50;;Dossier validé;Parcours terminé;568.28
204;23/05/2026 17:36:50;;Dossier validé;Parcours terminé;698.54
205;23/05/2026 17:36:17;;Souscription non démarrée;Parcours non démarré;428.59
206;23/05/2026 17:36:17;;Souscription non démarrée;Parcours non démarré;826.10
207;23/05/2026 17:24:52;;Souscription en cours;Choix de l'offre et livraison;318.57
208;23/05/2026 17:24:52;;Souscription en cours;Choix de l'offre et livraison;751.31
209;23/05/2026 17:17:44;;Souscription en cours;Signature Contrat;873.37
210;23/05/2026 17:17:44;;Souscription en cours;Signature Contrat;732.47
211;23/05/2026 17:17:25;;Souscription en cours;Vérification d'identité;741.77
212;23/05/2026 17:17:25;;Souscription en cours;Vérification d'identité;907.27
213;23/05/2026 16:45:38;;Souscription en cours;Coordonnées personnelles;613.82
214;23/05/2026 16:45:38;;Souscription en cours;Coordonnées personnelles;163.79
215;23/05/2026 16:40:41;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;475.65
216;23/05/2026 16:40:41;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;639.92
217;23/05/2026 16:40:34;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;423.16
218;23/05/2026 16:40:34;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;496.37
219;23/05/2026 16:26:37;;Dossier refusé;Choix de l'offre et livraison;230.59
220;23/05/2026 16:26:37;;Dossier refusé;Choix de l'offre et livraison;223.95
221;23/05/2026 16:24:27;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;250.27
222;23/05/2026 16:24:27;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;785.10
223;23/05/2026 16:19:27;;Souscription en cours;Choix de l'offre et livraison;852.48
224;23/05/2026 16:19:27;;Souscription en cours;Choix de l'offre et livraison;550.80
225;23/05/2026 16:11:09;;Souscription en cours;Choix de l'offre et livraison;813.01
226;23/05/2026 16:11:09;;Souscription en cours;Choix de l'offre et livraison;422.83
227;23/05/2026 15:59:48;;Dossier refusé;Bénéficiaire effectifs;397.51
228;23/05/2026 15:59:48;;Dossier refusé;Bénéficiaire effectifs;805.20
229;23/05/2026 15:52:09;;Souscription en cours;Coordonnées personnelles;167.22
230;23/05/2026 15:52:09;;Souscription en cours;Coordonnées personnelles;780.88
231;23/05/2026 15:18:37;;Souscription en cours;Vérification d'identité;598.63
232;23/05/2026 15:18:37;;Souscription en cours;Vérification d'identité;468.63
233;23/05/2026 15:04:31;;Souscription en cours;Coordonnées personnelles;613.04
234;23/05/2026 15:04:31;;Souscription en cours;Coordonnées personnelles;394.31
235;23/05/2026 15:00:21;;Dossier validé;Parcours terminé;461.67
236;23/05/2026 15:00:21;;Dossier validé;Parcours terminé;684.59
237;23/05/2026 14:59:41;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;424.57
238;23/05/2026 14:59:41;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;289.77
239;23/05/2026 14:25:55;;Souscription en cours;Signature Contrat;314.60
240;23/05/2026 14:25:55;;Souscription en cours;Signature Contrat;553.70
241;23/05/2026 14:22:11;;Souscription en cours;Coordonnées personnelles;145.09
242;23/05/2026 14:22:11;;Souscription en cours;Coordonnées personnelles;452.81
243;23/05/2026 14:20:57;;Souscription en cours;Coordonnées personnelles;502.21
244;23/05/2026 14:20:57;;Souscription en cours;Coordonnées personnelles;886.21
245;23/05/2026 13:54:43;;Souscription en cours;Signature Contrat;971.85
246;23/05/2026 13:54:43;;Souscription en cours;Signature Contrat;903.32
247;23/05/2026 13:43:47;;Souscription en cours;Choix de l'offre et livraison;464.28
248;23/05/2026 13:43:47;;Souscription en cours;Choix de l'offre et livraison;645.22
249;23/05/2026 13:38:01;;Souscription en cours;Coordonnées personnelles;527.09
250;23/05/2026 13:38:01;;Souscription en cours;Coordonnées personnelles;258.41
251;23/05/2026 13:13:37;;Souscription en cours;Coordonnées personnelles;400.71
252;23/05/2026 13:13:37;;Souscription en cours;Coordonnées personnelles;264.11
253;23/05/2026 12:57:28;;Souscription en cours;Choix de l'offre et livraison;283.39
254;23/05/2026 12:57:28;;Souscription en cours;Choix de l'offre et livraison;220.02
255;23/05/2026 12:53:45;;Souscription en cours;Bénéficiaire effectifs;768.26
256;23/05/2026 12:53:45;;Souscription en cours;Bénéficiaire effectifs;656.45
257;23/05/2026 12:47:32;;Dossier refusé;Saisie société;333.72
258;23/05/2026 12:47:32;;Dossier refusé;Saisie société;362.63
259;23/05/2026 12:38:57;;Souscription en cours;Choix de l'offre et livraison;300.15
260;23/05/2026 12:38:57;;Souscription en cours;Choix de l'offre et livraison;743.41
261;23/05/2026 12:38:01;;Souscription en cours;Informations complémentaires (Etablissements, etc.);662.97
262;23/05/2026 12:38:01;;Souscription en cours;Informations complémentaires (Etablissements, etc.);882.22
263;23/05/2026 12:36:08;;Souscription en cours;Vérification d'identité;338.95
264;23/05/2026 12:36:08;;Souscription en cours;Vérification d'identité;303.99
265;23/05/2026 12:34:22;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;928.70
266;23/05/2026 12:34:22;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;109.52
267;23/05/2026 12:19:31;;Dossier validé;Parcours terminé;196.23
268;23/05/2026 12:19:31;;Dossier validé;Parcours terminé;976.66
269;23/05/2026 12:17:23;;Souscription en cours;Choix de l'offre et livraison;161.55
270;23/05/2026 12:17:23;;Souscription en cours;Choix de l'offre et livraison;533.15
271;23/05/2026 12:15:17;;Souscription non démarrée;Parcours non démarré;711.93
272;23/05/2026 12:15:17;;Souscription non démarrée;Parcours non démarré;107.23
273;23/05/2026 12:13:01;;Souscription en cours;Coordonnées personnelles;352.45
274;23/05/2026 12:13:01;;Souscription en cours;Coordonnées personnelles;296.63
275;23/05/2026 11:59:57;;Souscription en cours;Vérification d'identité;258.44
276;23/05/2026 11:59:57;;Souscription en cours;Vérification d'identité;428.62
277;23/05/2026 11:57:04;;Dossier validé;Parcours terminé;193.89
278;23/05/2026 11:57:04;;Dossier validé;Parcours terminé;504.14
279;23/05/2026 11:55:43;;Souscription en cours;Coordonnées personnelles;995.68
280;23/05/2026 11:55:43;;Souscription en cours;Coordonnées personnelles;896.67
281;23/05/2026 11:54:57;;Souscription en cours;Signature Contrat;439.96
282;23/05/2026 11:54:57;;Souscription en cours;Signature Contrat;326.77
283;23/05/2026 11:53:44;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);361.77
284;23/05/2026 11:53:44;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);463.41
285;23/05/2026 11:51:59;;Souscription non démarrée;Parcours non démarré;911.47
286;23/05/2026 11:51:59;;Souscription non démarrée;Parcours non démarré;632.61
287;23/05/2026 11:47:43;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;731.90
288;23/05/2026 11:47:43;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;640.15
289;23/05/2026 11:41:03;;En attente d'analyse Agent - Dossier sans erreur;Parcours terminé;111.31
290;23/05/2026 11:41:03;;En attente d'analyse Agent - Dossier sans erreur;Parcours terminé;903.11
291;23/05/2026 11:38:25;;Souscription non démarrée;Parcours non démarré;398.92
292;23/05/2026 11:38:25;;Souscription non démarrée;Parcours non démarré;713.93
293;23/05/2026 11:28:10;;Dossier refusé;Saisie société;326.30
294;23/05/2026 11:28:10;;Dossier refusé;Saisie société;219.25
295;23/05/2026 11:22:10;;Souscription en cours;Coordonnées personnelles;847.73
296;23/05/2026 11:22:10;;Souscription en cours;Coordonnées personnelles;145.92
297;23/05/2026 11:02:21;;Souscription en cours;Coordonnées personnelles;577.98
298;23/05/2026 11:02:21;;Souscription en cours;Coordonnées personnelles;837.76
299;23/05/2026 11:01:59;;Dossier refusé;Signature Contrat;749.23
300;23/05/2026 11:01:59;;Dossier refusé;Signature Contrat;839.74
301;23/05/2026 11:00:45;;Souscription en cours;Coordonnées personnelles;685.86
302;23/05/2026 11:00:45;;Souscription en cours;Coordonnées personnelles;869.85
303;23/05/2026 10:53:53;;Souscription en cours;Choix de l'offre et livraison;806.91
304;23/05/2026 10:53:53;;Souscription en cours;Choix de l'offre et livraison;798.50
305;23/05/2026 10:52:46;;Dossier refusé;Bénéficiaire effectifs;721.93
306;23/05/2026 10:52:46;;Dossier refusé;Bénéficiaire effectifs;407.08
307;23/05/2026 10:26:49;;Souscription en cours;Signature Contrat;402.38
308;23/05/2026 10:26:49;;Souscription en cours;Signature Contrat;396.47
309;23/05/2026 10:26:31;;Souscription en cours;Choix de l'offre et livraison;948.38
310;23/05/2026 10:26:31;;Souscription en cours;Choix de l'offre et livraison;809.29
311;23/05/2026 10:12:29;;Souscription en cours;Signature Contrat;994.11
312;23/05/2026 10:12:29;;Souscription en cours;Signature Contrat;330.00
313;23/05/2026 10:10:15;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);247.75
314;23/05/2026 10:10:15;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);521.27
315;23/05/2026 10:06:40;;Souscription en cours;Coordonnées personnelles;841.47
316;23/05/2026 10:06:40;;Souscription en cours;Coordonnées personnelles;601.97
317;23/05/2026 09:58:02;;Souscription en cours;Coordonnées personnelles;692.17
318;23/05/2026 09:58:02;;Souscription en cours;Coordonnées personnelles;538.74
319;23/05/2026 09:34:55;;Souscription en cours;Choix de l'offre et livraison;857.48
320;23/05/2026 09:34:55;;Souscription en cours;Choix de l'offre et livraison;971.65
321;23/05/2026 09:26:01;;Souscription en cours;Informations complémentaires (Etablissements, etc.);574.94
322;23/05/2026 09:26:01;;Souscription en cours;Informations complémentaires (Etablissements, etc.);271.26
323;23/05/2026 09:19:23;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;193.42
324;23/05/2026 09:19:23;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;777.85
325;23/05/2026 08:36:30;;Dossier refusé;Saisie société;313.43
326;23/05/2026 08:36:30;;Dossier refusé;Saisie société;503.83
327;23/05/2026 07:50:20;;Souscription en cours;Coordonnées personnelles;150.32
328;23/05/2026 07:50:20;;Souscription en cours;Coordonnées personnelles;654.31
329;23/05/2026 07:30:57;;Souscription en cours;Signature Contrat;146.98
330;23/05/2026 07:30:57;;Souscription en cours;Signature Contrat;950.29
331;23/05/2026 07:21:54;;Souscription en cours;Choix de l'offre et livraison;723.61
332;23/05/2026 07:21:54;;Souscription en cours;Choix de l'offre et livraison;376.02
333;23/05/2026 06:46:58;;Dossier refusé;Saisie société;760.15
334;23/05/2026 06:46:58;;Dossier refusé;Saisie société;809.46
335;23/05/2026 06:43:59;Hugo DUBOIS;Dossier validé;Parcours terminé;584.80
336;23/05/2026 06:43:59;Hugo DUBOIS;Dossier validé;Parcours terminé;308.76
337;23/05/2026 06:21:06;;Souscription en cours;Coordonnées personnelles;935.79
338;23/05/2026 06:21:06;;Souscription en cours;Coordonnées personnelles;200.10
339;23/05/2026 05:01:50;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;384.46
340;23/05/2026 05:01:50;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;932.43
341;23/05/2026 04:33:39;;Souscription en cours;Coordonnées personnelles;696.46
342;23/05/2026 04:33:39;;Souscription en cours;Coordonnées personnelles;103.64
343;23/05/2026 04:13:47;;Souscription en cours;Choix de l'offre et livraison;224.20
344;23/05/2026 04:13:47;;Souscription en cours;Choix de l'offre et livraison;721.99
