Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
132;03/05/2026 10:42:45;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;693.29
133;03/05/2026 10:41:12;;Dossier validé;Parcours terminé;635.21
134;03/05/2026 10:41:12;;Dossier validé;Parcours terminé;473.60
135;03/05/2026 10:37:42;;Souscription en cours;Choix de l'offre et livraison;489.40
136;03/05/2026 10:37:42;;Souscription en cours;Choix de l'offre et livraison;868.27
137;03/05/2026 10:32:37;;Souscription en cours;Coordonnées personnelles;373.42
138;03/05/2026 10:32:37;;Souscription en cours;Coordonnées personnelles;439.02
139;03/05/2026 10:29:04;;Souscription en cours;Vérification d'identité;515.88
140;03/05/2026 10:29:04;;Souscription en cours;Vérification d'identité;524.09
141;03/05/2026 10:24:28;;Souscription en cours;Coordonnées personnelles;483.17
142;03/05/2026 10:24:28;;Souscription en cours;Coordonnées personnelles;861.48
143;03/05/2026 10:22:41;;Souscription en cours;Coordonnées personnelles;706.74
144;03/05/2026 10:22:41;;Souscription en cours;Coordonnées personnelles;491.57
145;03/05/2026 10:13:04;;Souscription en cours;Coordonnées personnelles;203.53
146;03/05/2026 10:13:04;;Souscription en cours;Coordonnées personnelles;428.60
147;03/05/2026 10:00:48;;Souscription en cours;Vérification d'identité;816.12
148;03/05/2026 10:00:48;;Souscription en cours;Vérification d'identité;226.86
149;03/05/2026 09:39:43;;Souscription en cours;Coordonnées personnelles;498.10
150;03/05/2026 09:39:43;;Souscription en cours;Coordonnées personnelles;765.71
151;03/05/2026 09:20:13;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);528.70
152;03/05/2026 09:20:13;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);362.07
153;03/05/2026 09:17:49;;Souscription en cours;Choix de l'offre et livraison;735.79
154;03/05/2026 09:17:49;;Souscription en cours;Choix de l'offre et livraison;874.05
155;03/05/2026 08:47:20;;Souscription en cours;Choix de l'offre et livraison;979.94
156;03/05/2026 08:47:20;;Souscription en cours;Choix de l'offre et livraison;835.40
157;03/05/2026 08:25:23;;Souscription en cours;Coordonnées personnelles;330.49
158;03/05/2026 08:25:23;;Souscription en cours;Coordonnées personnelles;930.23
159;03/05/2026 08:04:57;;Souscription en cours;Informations complémentaires (Etablissements, etc.);775.51
160;03/05/2026 08:04:57;;Souscription en cours;Informations complémentaires (Etablissements, etc.);505.27
161;03/05/2026 08:02:20;;Souscription en cours;Vérification d'identité;502.04
162;03/05/2026 08:02:20;;Souscription en cours;Vérification d'identité;522.01
163;03/05/2026 07:56:53;;Souscription en cours;Choix de l'offre et livraison;384.78
164;03/05/2026 07:56:53;;Souscription en cours;Choix de l'offre et livraison;343.22
165;03/05/2026 07:49:30;;Souscription en cours;Coordonnées personnelles;229.92
166;03/05/2026 07:49:30;;Souscription en cours;Coordonnées personnelles;380.44
167;03/05/2026 04:29:44;;Souscription en cours;Vérification d'identité;178.92
168;03/05/2026 04:29:44;;Souscription en cours;Vérification d'identité;403.18
169;03/05/2026 03:08:34;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;757.28
170;03/05/2026 03:08:34;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;586.42
171;03/05/2026 03:07:24;;Souscription en cours;Signature Contrat;233.85
172;03/05/2026 03:07:24;;Souscription en cours;Signature Contrat;566.20
173;03/05/2026 02:31:55;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;463.00
174;03/05/2026 02:31:55;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;875.55
175;03/05/2026 01:35:21;;Souscription en cours;Synchronisation référentiel personne NOVA;527.49
176;03/05/2026 01:35:21;;Souscription en cours;Synchronisation référentiel personne NOVA;289.01
177;03/05/2026 00:35:18;;Souscription en cours;Synchronisation référentiel personne NOVA;990.17
178;03/05/2026 00:35:18;;Souscription en cours;Synchronisation référentiel personne NOVA;742.46
179;03/05/2026 00:10:47;;Souscription en cours;Signature Contrat;218.98
180;03/05/2026 00:10:47;;Souscription en cours;Signature Contrat;615.30
181;03/05/2026 00:02:57;;Souscription en cours;Coordonnées personnelles;141.42
182;03/05/2026 00:02:57;;Souscription en cours;Coordonnées personnelles;795.01
