Code agence;Statut;Création;Onboarding;Code_Contact;Valeur
07249;EER non démarré;30/05/2026;—;1000026661;674.67
07386;EER non démarré;30/05/2026;—;1000026670;616.16
07386;EER non démarré;30/05/2026;—;1000026671;919.70
00368;EER non démarré;30/05/2026;—;1000026680;261.53
00368;EER non démarré;30/05/2026;—;1000026681;846.92
02518;EER non démarré;30/05/2026;—;1000026690;198.52
02518;EER non démarré;30/05/2026;—;1000026691;965.39
08004;EER à valider;30/05/2026;c992d414;1000026700;125.14
08004;EER à valider;30/05/2026;0eeed6aa;1000026701;401.09
08492;EER non démarré;30/05/2026;—;1000026710;147.77
08492;EER non démarré;30/05/2026;—;1000026711;472.92
04394;EER non démarré;30/05/2026;—;1000026720;748.21
04394;EER non démarré;30/05/2026;—;1000026721;929.38
01036;EER non démarré;30/05/2026;—;1000026730;345.83
01036;EER non démarré;30/05/2026;—;1000026731;871.37
07047;EER non démarré;30/05/2026;—;1000026740;156.78
07047;EER non démarré;30/05/2026;—;1000026741;276.42
03940;EER validé;30/05/2026;8939e98b;1000026750;482.42
03940;EER validé;30/05/2026;c1cd6215;1000026751;428.23
01872;EER non démarré;29/05/2026;—;1000026760;335.71
01872;EER non démarré;29/05/2026;—;1000026761;972.72
06449;EER non démarré;29/05/2026;—;1000026770;665.99
06449;EER non démarré;29/05/2026;—;1000026771;808.21
06812;EER non démarré;29/05/2026;—;1000026780;157.50
06812;EER non démarré;29/05/2026;—;1000026781;825.31
05326;EER validé;29/05/2026;c2d275ed;1000026790;448.00
05326;EER validé;29/05/2026;fcb503da;1000026791;334.05
09514;EER non démarré;29/05/2026;—;1000026800;758.61
09514;EER non démarré;29/05/2026;—;1000026801;514.02
02159;EER non démarré;29/05/2026;—;1000026810;996.41
02159;EER non démarré;29/05/2026;—;1000026811;360.31
03789;EER validé;29/05/2026;951abcb7;1000026820;755.61
03789;EER validé;29/05/2026;287028a6;1000026821;988.59
03940;EER non démarré;29/05/2026;—;1000026830;133.12
03940;EER non démarré;29/05/2026;—;1000026831;492.35
09238;EER non démarré;29/05/2026;—;1000026840;539.48
09238;EER non démarré;29/05/2026;—;1000026841;109.62
01563;EER non démarré;29/05/2026;—;1000026850;923.53
01563;EER non démarré;29/05/2026;—;1000026851;632.74
04791;EER non démarré;29/05/2026;—;1000026860;520.18
04791;EER non démarré;29/05/2026;—;1000026861;972.07
06744;EER validé;29/05/2026;079aa587;1000026870;755.16
06744;EER validé;29/05/2026;093db224;1000026871;874.50
07335;EER non démarré;29/05/2026;—;1000026880;316.03
07335;EER non démarré;29/05/2026;—;1000026881;634.82
01588;EER non démarré;29/05/2026;—;1000026890;307.71
01588;EER non démarré;29/05/2026;—;1000026891;792.72
09069;EER validé;29/05/2026;872b9ee5;1000026900;893.73
09069;EER validé;29/05/2026;a6f5d7ba;1000026901;402.54
03940;EER non démarré;29/05/2026;—;1000026910;238.71
03940;EER non démarré;29/05/2026;—;1000026911;734.67
07627;EER non démarré;29/05/2026;—;1000026920;604.80
07627;EER non démarré;29/05/2026;—;1000026921;299.43
05522;EER non démarré;29/05/2026;—;1000026930;546.83
05522;EER non démarré;29/05/2026;—;1000026931;123.20
02771;EER validé;29/05/2026;d1feb347;1000026940;359.73
02771;EER validé;29/05/2026;c0f484fa;1000026941;732.67
06979;EER non démarré;29/05/2026;—;1000026950;740.82
06979;EER non démarré;29/05/2026;—;1000026951;411.38
00126;EER non démarré;29/05/2026;—;1000026960;446.55
00126;EER non démarré;29/05/2026;—;1000026961;394.37
09708;EER non démarré;29/05/2026;—;1000026970;554.46
09708;EER non démarré;29/05/2026;—;1000026971;676.40
03184;EER validé;29/05/2026;69c12fae;1000026980;131.04
03184;EER validé;29/05/2026;29efa7a4;1000026981;456.29
02328;EER validé;29/05/2026;44e63379;1000026990;605.66
02328;EER validé;29/05/2026;8e3eaad9;1000026991;587.66
03940;EER non démarré;29/05/2026;—;1000027000;789.40
03940;EER non démarré;29/05/2026;—;1000027001;525.95
06744;EER validé;29/05/2026;c8359a22;1000027010;519.38
06744;EER validé;29/05/2026;d7e9c6d6;1000027011;674.31
00986;EER non démarré;29/05/2026;—;1000027020;529.24
00986;EER non démarré;29/05/2026;—;1000027021;135.93
07627;EER non démarré;29/05/2026;—;1000027030;372.03
07627;EER non démarré;29/05/2026;—;1000027031;838.17
09799;EER validé;29/05/2026;c4a4ad88;1000027040;418.38
09799;EER validé;29/05/2026;f896dcdc;1000027041;131.10
08904;EER non démarré;29/05/2026;—;1000027050;511.10
08904;EER non démarré;29/05/2026;—;1000027051;609.92
01650;EER validé;29/05/2026;f8b7db32;1000027060;558.73
01650;EER validé;29/05/2026;695fd6c4;1000027061;177.65
09238;EER non démarré;29/05/2026;—;1000027070;963.48
09238;EER non démarré;29/05/2026;—;1000027071;149.88
00126;EER démarré;29/05/2026;a7f4cc2c;1000027080;365.30
00126;EER démarré;29/05/2026;af0b945b;1000027081;378.82
09885;EER non démarré;29/05/2026;—;1000027090;923.87
09885;EER non démarré;29/05/2026;—;1000027091;859.23
00685;EER démarré;29/05/2026;3b248c00;1000027100;666.35
00685;EER démarré;29/05/2026;81c426a1;1000027101;704.73
03940;EER non démarré;29/05/2026;—;1000027110;945.27
03940;EER non démarré;29/05/2026;—;1000027111;594.57
02579;EER non démarré;29/05/2026;—;1000027120;805.61
02579;EER non démarré;29/05/2026;—;1000027121;303.84
00596;EER validé;29/05/2026;91ec30da;1000027130;106.84
00596;EER validé;29/05/2026;6a2d376d;1000027131;158.14
06744;EER non démarré;29/05/2026;—;1000027140;939.33
06744;EER non démarré;29/05/2026;—;1000027141;181.11
09238;EER à valider;29/05/2026;8f354b62;1000027150;678.58
09238;EER à valider;29/05/2026;15bef0b8;1000027151;915.90
01449;EER non démarré;29/05/2026;—;1000027160;529.46
01449;EER non démarré;29/05/2026;—;1000027161;128.47
09238;EER non démarré;29/05/2026;—;1000027170;409.94
09238;EER non démarré;29/05/2026;—;1000027171;218.89
07611;EER non démarré;29/05/2026;—;1000027180;453.71
07611;EER non démarré;29/05/2026;—;1000027181;270.52
00386;EER non démarré;29/05/2026;—;1000027190;305.46
00386;EER non démarré;29/05/2026;—;1000027191;191.28
03871;EER non démarré;29/05/2026;—;1000027200;932.15
03871;EER non démarré;29/05/2026;—;1000027201;633.80
05976;EER rejeté;29/05/2026;1179b3b6;1000027210;908.10
05976;EER rejeté;29/05/2026;02558889;1000027211;432.32
07286;EER non démarré;29/05/2026;—;1000027220;838.62
07286;EER non démarré;29/05/2026;—;1000027221;825.33
05403;EER démarré;29/05/2026;162063a9;1000027230;706.44
05403;EER démarré;29/05/2026;03ca54ab;1000027231;869.59
07152;EER non démarré;29/05/2026;—;1000027240;770.75
07152;EER non démarré;29/05/2026;—;1000027241;292.46
01563;EER non démarré;29/05/2026;—;1000027250;256.87
01563;EER non démarré;29/05/2026;—;1000027251;334.49
06662;EER non démarré;29/05/2026;—;1000027260;889.53
06662;EER non démarré;29/05/2026;—;1000027261;675.27
05769;EER validé;29/05/2026;3f954994;1000027270;648.40
05769;EER validé;29/05/2026;79fb71fc;1000027271;740.58
05027;EER non démarré;29/05/2026;—;1000027280;515.53
05027;EER non démarré;29/05/2026;—;1000027281;105.45
09238;EER démarré;29/05/2026;c6407ef5;1000027290;900.79
09238;EER démarré;29/05/2026;654c11b4;1000027291;608.35
03106;EER non démarré;29/05/2026;—;1000027300;823.76
03106;EER non démarré;29/05/2026;—;1000027301;858.96
08896;EER à rejeter;29/05/2026;ca0f92b0;1000027310;218.97
08896;EER à rejeter;29/05/2026;dc62fb1a;1000027311;741.70
05443;EER à valider;29/05/2026;a306c671;1000027320;185.32
05443;EER à valider;29/05/2026;0fa6b856;1000027321;678.11
06472;EER validé;29/05/2026;7e35f0ef;1000027330;647.96
06472;EER validé;29/05/2026;0f031eaa;1000027331;836.87
00787;EER validé;29/05/2026;c51a786c;1000027340;900.09
00787;EER validé;29/05/2026;b51e733f;1000027341;302.98
07536;EER non démarré;29/05/2026;—;1000027350;863.26
07536;EER non démarré;29/05/2026;—;1000027351;702.70
07472;EER non démarré;29/05/2026;—;1000027360;566.39
07472;EER non démarré;29/05/2026;—;1000027361;366.42
09238;EER non démarré;29/05/2026;—;1000027370;490.23
09238;EER non démarré;29/05/2026;—;1000027371;969.66
09238;EER non démarré;29/05/2026;—;1000027380;592.79
09238;EER non démarré;29/05/2026;—;1000027381;573.65
09238;EER non démarré;29/05/2026;—;1000027390;968.88
09238;EER non démarré;29/05/2026;—;1000027391;315.27
03265;EER validé;29/05/2026;e77b54da;1000027400;678.02
03265;EER validé;29/05/2026;a4bb6418;1000027401;370.27
04110;EER non démarré;29/05/2026;—;1000027410;422.78
04110;EER non démarré;29/05/2026;—;1000027411;894.00
04100;EER validé;29/05/2026;8a8acb45;1000027420;374.46
04100;EER validé;29/05/2026;8901955e;1000027421;855.33
05326;EER démarré;29/05/2026;4cd0dd01;1000027430;587.29
05326;EER démarré;29/05/2026;085f2a10;1000027431;574.65
06926;EER non démarré;29/05/2026;—;1000027440;637.95
06926;EER non démarré;29/05/2026;—;1000027441;944.03
09238;EER non démarré;29/05/2026;—;1000027450;318.28
09238;EER non démarré;29/05/2026;—;1000027451;287.45
08230;EER démarré;29/05/2026;c693f9ef;1000027460;863.52
08230;EER démarré;29/05/2026;4adbe470;1000027461;589.42
01872;EER validé;29/05/2026;4b00c188;1000027470;948.56
01872;EER validé;29/05/2026;a4731530;1000027471;988.75
07283;EER validé;29/05/2026;f5a84704;1000027480;693.88
07283;EER validé;29/05/2026;4242cc1d;1000027481;683.29
02468;EER démarré;29/05/2026;4420a05d;1000027490;535.20
02468;EER démarré;29/05/2026;5626b809;1000027491;623.03
05976;EER non démarré;29/05/2026;—;1000027500;515.24
05976;EER non démarré;29/05/2026;—;1000027501;642.92
07408;EER non démarré;29/05/2026;—;1000027510;640.10
07408;EER non démarré;29/05/2026;—;1000027511;593.60
03327;EER non démarré;29/05/2026;—;1000027520;501.90
03327;EER non démarré;29/05/2026;—;1000027521;422.51
09238;EER non démarré;29/05/2026;—;1000027530;170.21
09238;EER non démarré;29/05/2026;—;1000027531;567.00
08342;EER non démarré;29/05/2026;—;1000027540;745.90
08342;EER non démarré;29/05/2026;—;1000027541;537.14
05285;EER non démarré;29/05/2026;—;1000027550;670.04
05285;EER non démarré;29/05/2026;—;1000027551;341.19
00355;EER non démarré;29/05/2026;—;1000027560;674.17
00355;EER non démarré;29/05/2026;—;1000027561;412.86
08630;EER non démarré;29/05/2026;—;1000027570;218.74
08630;EER non démarré;29/05/2026;—;1000027571;635.47
03940;EER non démarré;29/05/2026;—;1000027580;667.98
03940;EER non démarré;29/05/2026;—;1000027581;763.46
07386;EER non démarré;29/05/2026;—;1000027590;170.19
07386;EER non démarré;29/05/2026;—;1000027591;860.87
05298;EER non démarré;29/05/2026;—;1000027600;466.16
05298;EER non démarré;29/05/2026;—;1000027601;824.46
03751;EER non démarré;29/05/2026;—;1000027610;902.42
03751;EER non démarré;29/05/2026;—;1000027611;702.38
03940;EER non démarré;29/05/2026;—;1000027620;175.05
03940;EER non démarré;29/05/2026;—;1000027621;771.53
03141;EER non démarré;29/05/2026;—;1000027630;560.03
03141;EER non démarré;29/05/2026;—;1000027631;659.42
00386;EER non démarré;29/05/2026;—;1000027640;635.99
00386;EER non démarré;29/05/2026;—;1000027641;426.60
05309;EER non démarré;29/05/2026;—;1000027650;779.00
05309;EER non démarré;29/05/2026;—;1000027651;767.78
02938;EER non démarré;29/05/2026;—;1000027660;266.87
02938;EER non démarré;29/05/2026;—;1000027661;373.24
08414;EER non démarré;29/05/2026;—;1000027670;618.90
08414;EER non démarré;29/05/2026;—;1000027671;972.61
00179;EER validé;29/05/2026;1b94e20f;1000027680;666.64
00179;EER validé;29/05/2026;55901712;1000027681;666.46
09940;EER non démarré;29/05/2026;—;1000027690;285.43
09940;EER non démarré;29/05/2026;—;1000027691;932.27
02230;EER non démarré;29/05/2026;—;1000027700;179.69
02230;EER non démarré;29/05/2026;—;1000027701;583.25
09276;EER à valider;29/05/2026;090dedaf;1000027710;575.74
09276;EER à valider;29/05/2026;d5e38ffe;1000027711;261.55
02675;EER non démarré;29/05/2026;—;1000027720;780.51
02675;EER non démarré;29/05/2026;—;1000027721;608.32
09238;EER non démarré;29/05/2026;—;1000027730;764.23
09238;EER non démarré;29/05/2026;—;1000027731;670.06
05994;EER validé;29/05/2026;596b0eaa;1000027740;424.75
05994;EER validé;29/05/2026;e3ac6c2b;1000027741;187.70
07472;EER non démarré;29/05/2026;—;1000027750;267.64
07472;EER non démarré;29/05/2026;—;1000027751;919.29
05300;EER à valider;29/05/2026;f46634c0;1000027760;406.33
05300;EER à valider;29/05/2026;64df1dda;1000027761;126.71
03863;EER non démarré;29/05/2026;—;1000027770;908.72
03863;EER non démarré;29/05/2026;—;1000027771;121.16
07516;EER non démarré;29/05/2026;—;1000027780;457.53
07516;EER non démarré;29/05/2026;—;1000027781;595.33
00685;EER validé;29/05/2026;2eff513a;1000027790;879.71
00685;EER validé;29/05/2026;9566f562;1000027791;292.60
09799;EER non démarré;29/05/2026;—;1000027800;679.47
09799;EER non démarré;29/05/2026;—;1000027801;540.38
09885;EER non démarré;29/05/2026;—;1000027810;635.78
09885;EER non démarré;29/05/2026;—;1000027811;637.94
05206;EER non démarré;29/05/2026;—;1000027820;987.85
05206;EER non démarré;29/05/2026;—;1000027821;673.08
08754;EER non démarré;29/05/2026;—;1000027830;687.29
08754;EER non démarré;29/05/2026;—;1000027831;331.92
09549;EER non démarré;29/05/2026;—;1000027840;729.82
09549;EER non démarré;29/05/2026;—;1000027841;217.09
01031;EER à valider;29/05/2026;0b105ac7;1000027850;704.97
01031;EER à valider;29/05/2026;4ea88433;1000027851;607.52
09238;EER non démarré;29/05/2026;—;1000027860;794.12
09238;EER non démarré;29/05/2026;—;1000027861;209.18
08421;EER non démarré;29/05/2026;—;1000027870;891.62
08421;EER non démarré;29/05/2026;—;1000027871;426.98
08430;EER non démarré;29/05/2026;—;1000027880;211.67
08430;EER non démarré;29/05/2026;—;1000027881;835.58
09238;EER non démarré;29/05/2026;—;1000027890;945.29
09238;EER non démarré;29/05/2026;—;1000027891;937.12
07627;EER non démarré;29/05/2026;—;1000027900;577.08
07627;EER non démarré;29/05/2026;—;1000027901;782.86
09429;EER validé;29/05/2026;8d38c0f9;1000027910;917.77
09429;EER validé;29/05/2026;03e173c5;1000027911;775.03
06184;EER non démarré;29/05/2026;—;1000027920;283.19
06184;EER non démarré;29/05/2026;—;1000027921;998.47
03940;EER non démarré;29/05/2026;—;1000027930;367.64
03940;EER non démarré;29/05/2026;—;1000027931;181.98
08641;EER non démarré;29/05/2026;—;1000027940;562.87
08641;EER non démarré;29/05/2026;—;1000027941;733.40
01800;EER non démarré;29/05/2026;—;1000027950;204.16
01800;EER non démarré;29/05/2026;—;1000027951;621.48
04253;EER validé;29/05/2026;42c51a33;1000027960;655.14
04253;EER validé;29/05/2026;7ab0ea25;1000027961;421.55
06744;EER non démarré;29/05/2026;—;1000027970;421.84
06744;EER non démarré;29/05/2026;—;1000027971;655.49
01829;EER non démarré;29/05/2026;—;1000027980;189.08
01829;EER non démarré;29/05/2026;—;1000027981;602.85
05298;EER non démarré;29/05/2026;—;1000027990;739.59
05298;EER non démarré;29/05/2026;—;1000027991;840.32
02883;EER non démarré;29/05/2026;—;1000028000;329.95
02883;EER non démarré;29/05/2026;—;1000028001;992.08
07286;EER validé;29/05/2026;d9698e73;1000028010;591.91
07286;EER validé;29/05/2026;88ff04f3;1000028011;426.69
00126;EER non démarré;29/05/2026;—;1000028020;983.57
00126;EER non démarré;29/05/2026;—;1000028021;405.67
06744;EER validé;29/05/2026;eec192d9;1000028030;432.67
06744;EER validé;29/05/2026;8e0e5da1;1000028031;749.09
07125;EER non démarré;29/05/2026;—;1000028040;824.53
07125;EER non démarré;29/05/2026;—;1000028041;425.42
02880;EER démarré;29/05/2026;08f67cc4;1000028050;876.01
02880;EER démarré;29/05/2026;db3da235;1000028051;508.85
06744;EER validé;29/05/2026;16649077;1000028060;724.87
06744;EER validé;29/05/2026;64b5e3e1;1000028061;600.48
05206;EER non démarré;29/05/2026;—;1000028070;931.04
05206;EER non démarré;29/05/2026;—;1000028071;107.24
08414;EER non démarré;29/05/2026;—;1000028080;349.38
08414;EER non démarré;29/05/2026;—;1000028081;548.75
03462;EER non démarré;29/05/2026;—;1000028090;927.97
03462;EER non démarré;29/05/2026;—;1000028091;348.68
03900;EER non démarré;29/05/2026;—;1000028100;893.62
03900;EER non démarré;29/05/2026;—;1000028101;936.74
03706;EER non démarré;29/05/2026;—;1000028110;691.29
03706;EER non démarré;29/05/2026;—;1000028111;399.50
09238;EER non démarré;29/05/2026;—;1000028120;302.46
09238;EER non démarré;29/05/2026;—;1000028121;829.03
09238;EER non démarré;29/05/2026;—;1000028130;353.29
09238;EER non démarré;29/05/2026;—;1000028131;980.51
07123;EER validé;29/05/2026;2a663e68;1000028140;482.13
07123;EER validé;29/05/2026;e9b8e25f;1000028141;988.09
09323;EER non démarré;29/05/2026;—;1000028150;224.25
09323;EER non démarré;29/05/2026;—;1000028151;236.93
00481;EER validé;29/05/2026;b306bf88;1000028160;347.38
00481;EER validé;29/05/2026;92f060e3;1000028161;567.21
00126;EER non démarré;29/05/2026;—;1000028170;385.34
00126;EER non démarré;29/05/2026;—;1000028171;406.65
09238;EER démarré;29/05/2026;8068de47;1000028180;200.70
09238;EER démarré;29/05/2026;d26cd091;1000028181;240.38
06556;EER non démarré;29/05/2026;—;1000028190;972.57
06556;EER non démarré;29/05/2026;—;1000028191;149.91
00386;EER validé;29/05/2026;66a2a732;1000028200;854.52
00386;EER validé;29/05/2026;1231cdc0;1000028201;425.14
09238;EER non démarré;29/05/2026;—;1000028210;794.99
09238;EER non démarré;29/05/2026;—;1000028211;158.01
09238;EER non démarré;29/05/2026;—;1000028220;702.81
09238;EER non démarré;29/05/2026;—;1000028221;799.57
09238;EER non démarré;29/05/2026;—;1000028230;444.40
09238;EER non démarré;29/05/2026;—;1000028231;723.53
09069;EER démarré;29/05/2026;f1b7a28e;1000028240;864.67
09069;EER démarré;29/05/2026;e7d78dd5;1000028241;161.91
06744;EER démarré;29/05/2026;1c53fc81;1000028250;917.92
06744;EER démarré;29/05/2026;392a7d9e;1000028251;300.60
08048;EER non démarré;29/05/2026;—;1000028260;251.26
08048;EER non démarré;29/05/2026;—;1000028261;430.37
09238;EER non démarré;29/05/2026;—;1000028270;274.90
09238;EER non démarré;29/05/2026;—;1000028271;540.80
07386;EER démarré;29/05/2026;9816d7cc;1000028280;503.41
07386;EER démarré;29/05/2026;20f77e0e;1000028281;342.95
04946;EER validé;29/05/2026;e64549cf;1000028290;152.99
04946;EER validé;29/05/2026;382d5abd;1000028291;286.14
09483;EER non démarré;29/05/2026;—;1000028300;769.03
09483;EER non démarré;29/05/2026;—;1000028301;581.46
03231;EER non démarré;29/05/2026;—;1000028310;696.34
03231;EER non démarré;29/05/2026;—;1000028311;832.19
07627;EER non démarré;29/05/2026;—;1000028320;403.39
07627;EER non démarré;29/05/2026;—;1000028321;516.03
05194;EER non démarré;29/05/2026;—;1000028330;274.66
05194;EER non démarré;29/05/2026;—;1000028331;713.01
04179;EER non démarré;29/05/2026;—;1000028340;454.30
04179;EER non démarré;29/05/2026;—;1000028341;896.74
03852;EER démarré;29/05/2026;b7b67886;1000028350;874.23
03852;EER démarré;29/05/2026;07c4a957;1000028351;599.99
03672;EER non démarré;29/05/2026;—;1000028360;644.04
03672;EER non démarré;29/05/2026;—;1000028361;735.21
09238;EER validé;29/05/2026;979cb995;1000028370;410.23
09238;EER validé;29/05/2026;43488155;1000028371;712.83
07627;EER non démarré;29/05/2026;—;1000028380;840.82
07627;EER non démarré;29/05/2026;—;1000028381;740.96
03940;EER non démarré;29/05/2026;—;1000028390;830.89
03940;EER non démarré;29/05/2026;—;1000028391;864.34
01192;EER non démarré;29/05/2026;—;1000028400;375.23
01192;EER non démarré;29/05/2026;—;1000028401;958.35
06744;EER non démarré;29/05/2026;—;1000028410;166.66
06744;EER non démarré;29/05/2026;—;1000028411;937.57
01984;EER démarré;29/05/2026;7813a2d0;1000028420;749.12
01984;EER démarré;29/05/2026;188ec9e6;1000028421;440.24
07152;EER non démarré;29/05/2026;—;1000028430;189.69
07152;EER non démarré;29/05/2026;—;1000028431;934.58
09238;EER non démarré;29/05/2026;—;1000028440;284.98
09238;EER non démarré;29/05/2026;—;1000028441;145.21
05326;EER non démarré;29/05/2026;—;1000028450;138.86
05326;EER non démarré;29/05/2026;—;1000028451;903.76
09238;EER validé;29/05/2026;12749b29;1000028460;787.28
09238;EER validé;29/05/2026;ffb41ce9;1000028461;988.00
06591;EER non démarré;29/05/2026;—;1000028470;713.37
06591;EER non démarré;29/05/2026;—;1000028471;630.21
05838;EER validé;29/05/2026;0b9e27fa;1000028480;621.28
05838;EER validé;29/05/2026;6da065ea;1000028481;988.29
09524;EER démarré;29/05/2026;c114f7cc;1000028490;589.16
09524;EER démarré;29/05/2026;ccf4f59e;1000028491;412.91
08421;EER non démarré;29/05/2026;—;1000028500;350.02
08421;EER non démarré;29/05/2026;—;1000028501;478.72
